	sample	Bin	Dataset	Complete	Single	Duplicated	Fragmented	Missing	n_markers	Scaffold N50	Contigs N50	Percent gaps	Number of scaffolds	Completeness	Contamination	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Additional_Notes	n_genes_called	n_genes_mapped	n_contigs	taxonomic_level	proportion_genes_retained_in_major_clades	genes_retained_index	clade_separation_score	contamination_portion	n_effective_surplus_clades	mean_hit_identity	reference_representation_score	pass.GUNC	# contigs (>= 0 bp)	# contigs (>= 1000 bp)	# contigs (>= 5000 bp)	# contigs (>= 10000 bp)	# contigs (>= 25000 bp)	# contigs (>= 50000 bp)	Total length (>= 0 bp)	Total length (>= 1000 bp)	Total length (>= 5000 bp)	Total length (>= 10000 bp)	Total length (>= 25000 bp)	Total length (>= 50000 bp)	# contigs	Largest contig	Total length	GC (%)	N50	N90	auN	L50	L90	# N's per 100 kbp
16	bc2170_lorbin	bin_5	bacteria_odb10	71.8	71.0	0.8	8.1	20.1	124	67111	67111	0.000%	100	70.9	1.41	Neural Network (Specific Model)	11	0.811	67111	271.7826166514181	5467979	0.74	5465	None	5377	5065	100	genus	0.97	0.91	0.76	0.09	0.19	0.92	0.84	False	100	100	100	99	88	42	5467979	5467979	5467979	5458176	5223029	3629102	100	247878	5467979	73.54	67111	30157	82245.9	26	77	0.0
17	bc2171_lorbin	bin_25	bacteria_odb10	8.9	8.9	0.0	4.8	86.3	124	51228	51228	0.000%	38	23.35	1.64	Neural Network (Specific Model)	11	0.861	51228	280.91006423982867	1820957	0.66	1868	None	1847	1740	38	phylum	1.0	0.94	0.97	0.17	0.39	0.78	0.73	False	38	38	38	38	31	11	1820957	1820957	1820957	1820957	1668392	949701	38	180920	1820957	66.36	51228	26634	71795.0	11	30	0.0
18	bc2173_SemiBin2	SemiBin_1	bacteria_odb10	58.0	52.4	5.6	3.2	38.8	124	336136	336136	0.000%	15	64.08	10.56	Neural Network (Specific Model)	11	0.867	336136	295.460927960928	3338802	0.55	3276	None	3173	3073	15	order	0.97	0.94	0.62	0.03	0.06	0.9	0.84	False	15	15	15	15	15	13	3338802	3338802	3338802	3338802	3338802	3273706	15	524578	3338802	55.19	336136	83094	327909.0	5	10	0.0
19	bc2173_SemiBin2	SemiBin_10	bacteria_odb10	95.2	58.9	36.3	2.4	2.4	124	400003	400003	0.000%	25	91.9	38.36	Neural Network (Specific Model)	11	0.874	400003	297.6694139194139	6677544	0.55	6552	None	6426	6253	25	genus	0.88	0.86	0.63	0.13	0.32	0.9	0.77	False	25	25	25	25	25	22	6677544	6677544	6677544	6677544	6677544	6575808	25	2550309	6677544	54.88	400003	143392	1131071.8	3	15	0.0
20	bc2173_SemiBin2	SemiBin_14	bacteria_odb10	88.7	79.8	8.9	0.8	10.5	124	1306760	1306760	0.000%	14	85.02	19.23	Neural Network (Specific Model)	11	0.863	1306760	328.3611700515308	7518585	0.73	6598	None	6655	6567	14	phylum	1.0	0.99	0.99	0.02	0.05	0.96	0.94	False	14	14	14	14	14	10	7518585	7518585	7518585	7518585	7518585	7360271	14	1525742	7518585	73.18	1306760	371621	1142061.5	3	7	0.0
21	bc2173_SemiBin2	SemiBin_17	bacteria_odb10	21.7	17.7	4.0	2.4	75.9	124	396873	396873	0.000%	6	26.38	0.68	Neural Network (Specific Model)	11	0.886	396873	299.76490066225165	1528783	0.56	1510	None	1477	1458	6	genus	0.91	0.9	0.68	0.07	0.15	0.91	0.81	False	6	6	6	6	6	6	1528783	1528783	1528783	1528783	1528783	1528783	6	652285	1528783	56.45	396873	127248	422860.6	2	5	0.0
22	bc2173_SemiBin2	SemiBin_20	bacteria_odb10	14.5	13.7	0.8	3.2	82.3	124	206773	206773	0.000%	5	23.02	1.7	Neural Network (Specific Model)	11	0.888	206773	296.2846068660022	900682	0.65	903	None	902	871	5	genus	0.87	0.84	0.81	0.19	0.47	0.87	0.73	False	5	5	5	5	5	5	900682	900682	900682	900682	900682	900682	5	446971	900682	65.33	206773	77610	293298.7	2	4	0.0
23	bc2173_SemiBin2	SemiBin_6	bacteria_odb10	29.8	26.6	3.2	0.8	69.4	124	1137519	1137519	0.000%	8	26.73	1.38	Neural Network (Specific Model)	11	0.846	1137519	322.91733181299884	2002991	0.65	1754	None	1844	1784	8	phylum	1.0	0.97	0.99	0.38	1.17	0.89	0.86	False	8	8	8	8	8	8	2002991	2002991	2002991	2002991	2002991	2002991	8	1137519	2002991	64.8	1137519	79668	713754.2	1	6	0.0
24	bc2173_SemiBin2	SemiBin_7	bacteria_odb10	13.7	11.3	2.4	4.8	81.5	124	262511	262511	0.000%	10	33.31	2.52	Neural Network (Specific Model)	11	0.887	262511	303.61232076473715	1928333	0.64	1883	None	1836	1714	10	phylum	0.99	0.92	0.67	0.15	0.33	0.62	0.58	False	10	10	10	10	10	8	1928333	1928333	1928333	1928333	1928333	1856505	10	418811	1928333	63.81	262511	104120	275112.8	3	7	0.0
25	bc2173_lorbin	bin_17	bacteria_odb10	52.4	50.8	1.6	9.7	37.9	124	53815	53815	0.000%	59	60.75	5.45	Gradient Boost (General Model)	11	0.871	53815	260.54289037510904	3068682	0.66	3439	None	3428	3252	59	genus	0.88	0.83	0.97	0.16	0.37	0.87	0.73	False	59	59	59	59	55	25	3068682	3068682	3068682	3068682	2978594	1853365	59	186079	3068682	65.7	53815	30214	68410.5	19	48	0.0
26	bc2173_lorbin	bin_20	bacteria_odb10	43.5	41.9	1.6	5.6	50.9	124	86672	86672	0.000%	47	54.75	4.13	Neural Network (Specific Model)	11	0.859	86672	257.05787605787606	3270182	0.54	3663	None	3490	3321	47	genus	0.78	0.74	0.52	0.05	0.1	0.9	0.66	False	47	47	47	47	46	26	3270182	3270182	3270182	3270182	3249113	2457061	47	178308	3270182	53.66	86672	40813	91067.0	14	37	0.0
27	bc2173_lorbin	bin_22	bacteria_odb10	40.3	38.7	1.6	7.3	52.4	124	49141	49141	0.000%	71	46.08	3.48	Gradient Boost (General Model)	11	0.864	49141	257.83269124931206	3236616	0.61	3634	None	3599	3382	71	phylum	0.99	0.93	0.9	0.05	0.1	0.77	0.72	False	71	71	71	70	65	21	3236616	3236616	3236616	3231159	3114915	1498897	71	219394	3236616	60.96	49141	29008	60692.5	24	58	0.0
28	bc2173_lorbin	bin_26	bacteria_odb10	31.4	30.6	0.8	12.1	56.5	124	61159	61159	0.000%	43	44.96	2.29	Neural Network (Specific Model)	11	0.874	61159	271.746529013884	2609138	0.63	2809	None	2770	2635	43	order	0.95	0.9	0.69	0.39	1.16	0.77	0.69	False	43	43	43	43	42	16	2609138	2609138	2609138	2609138	2584205	1572014	43	370531	2609138	62.9	61159	34995	109736.5	12	35	0.0
29	bc2173_lorbin	bin_27	bacteria_odb10	31.4	29.0	2.4	13.7	54.9	124	44035	44035	0.000%	52	32.49	4.74	Neural Network (Specific Model)	11	0.886	44035	257.5929203539823	2149049	0.51	2486	None	2302	2190	52	phylum	0.98	0.93	0.99	0.37	0.87	0.76	0.71	False	52	52	52	52	44	12	2149049	2149049	2149049	2149049	1978162	734218	52	104467	2149049	50.59	44035	29664	46845.9	20	43	0.0
30	bc2174_SemiBin2	SemiBin_15	bacteria_odb10	1.6	1.6	0.0	0.0	98.4	124	41673	41673	0.000%	5	5.37	0.0	Neural Network (Specific Model)	11	0.88	41673	274.65843621399176	226962	0.55	243	None	234	230	5	genus	0.9	0.88	0.46	0.02	0.05	0.91	0.81	False	5	5	5	5	5	1	226962	226962	226962	226962	226962	57013	5	57013	226962	55.16	41673	39349	46294.3	3	5	0.0
31	bc2174_SemiBin2	SemiBin_18	bacteria_odb10	22.6	20.2	2.4	0.8	76.6	124	1322131	1322131	0.000%	4	27.4	0.36	Neural Network (Specific Model)	11	0.872	1322131	343.58755916159566	1745649	0.73	1479	None	1488	1475	4	family	0.99	0.98	1.0	0.04	0.08	0.97	0.96	False	4	4	4	4	4	4	1745649	1745649	1745649	1745649	1745649	1745649	4	1322131	1745649	73.38	1322131	171083	1041885.8	1	3	0.0
32	bc2174_SemiBin2	SemiBin_22	bacteria_odb10	8.1	7.3	0.8	0.8	91.1	124	1403397	1403397	0.000%	6	21.27	1.29	Neural Network (Specific Model)	11	0.857	1403397	316.492	1658373	0.73	1500	None	1505	1463	6	genus	0.99	0.96	0.96	0.05	0.11	0.93	0.89	False	6	6	6	6	5	2	1658373	1658373	1658373	1658373	1638272	1533548	6	1403397	1658373	73.06	1403397	130151	1200339.8	1	2	0.0
33	bc2174_SemiBin2	SemiBin_29	bacteria_odb10	3.2	3.2	0.0	0.0	96.8	124	70616	70616	0.000%	8	6.41	0.01	Neural Network (Specific Model)	11	0.865	70616	284.8502538071066	387551	0.66	394	None	391	379	8	order	0.97	0.94	0.93	0.27	0.65	0.91	0.85	False	8	8	8	8	8	3	387551	387551	387551	387551	387551	226908	8	81645	387551	66.45	70616	29223	57968.2	3	7	0.0
34	bc2174_SemiBin2	SemiBin_5	bacteria_odb10	100.0	96.0	4.0	0.0	0.0	124	7019781	7019781	0.000%	19	100.0	6.39	Neural Network (Specific Model)	11	0.869	7019781	341.22025129342205	7958433	0.73	6765	None	6811	6732	19	family	0.99	0.98	0.98	0.07	0.16	0.96	0.94	False	19	19	19	19	18	3	7958433	7958433	7958433	7958433	7935723	7347148	19	7019781	7958433	73.34	7019781	276025	6204787.6	1	2	0.0
35	bc2174_SemiBin2	SemiBin_6	bacteria_odb10	55.6	54.8	0.8	1.6	42.8	124	2342337	2342337	0.000%	5	37.41	0.78	Neural Network (Specific Model)	11	0.862	2342337	321.77236842105265	2549083	0.73	2280	None	2286	2262	5	genus	0.99	0.98	0.98	0.06	0.13	0.96	0.95	False	5	5	5	5	4	3	2549083	2549083	2549083	2549083	2531220	2487859	5	2342337	2549083	73.2	2342337	2342337	2157754.8	1	1	0.0
36	bc2174_SemiBin2	SemiBin_8	bacteria_odb10	4.0	4.0	0.0	2.4	93.6	124	58239	58239	0.000%	11	9.94	0.02	Neural Network (Specific Model)	11	0.842	58239	244.8803827751196	544040	0.54	627	None	606	584	11	phylum	1.0	0.96	1.0	0.06	0.12	0.89	0.85	False	11	11	11	11	8	4	544040	544040	544040	544040	474607	317995	11	120085	544040	54.47	58239	23537	65166.8	4	9	0.0
37	bc2174_lorbin	bin_21	bacteria_odb10	0.8	0.8	0.0	0.8	98.4	124	307873	307873	0.000%	7	6.96	0.02	Neural Network (Specific Model)	11	0.824	307873	242.82954545454547	465552	0.5	528	None	519	347	7	phylum	0.98	0.65	0.97	0.45	0.98	0.62	0.41	False	7	7	7	7	2	2	465552	465552	465552	465552	358329	358329	7	307873	465552	50.27	307873	21962	214034.9	1	5	0.0
38	bc2174_lorbin	bin_22	bacteria_odb10	0.8	0.8	0.0	0.8	98.4	124	307873	307873	0.000%	7	6.96	0.02	Neural Network (Specific Model)	11	0.824	307873	242.82954545454547	465552	0.5	528	None	519	347	7	phylum	0.98	0.65	0.97	0.45	0.98	0.62	0.41	False	7	7	7	7	2	2	465552	465552	465552	465552	358329	358329	7	307873	465552	50.27	307873	21962	214034.9	1	5	0.0
39	bc2174_lorbin	bin_8	bacteria_odb10	42.7	38.7	4.0	7.3	50.0	124	39650	39650	0.000%	72	53.11	4.58	Gradient Boost (General Model)	11	0.85	39650	254.7724719101124	2550010	0.59	2848	None	2811	2720	72	family	0.95	0.92	0.99	0.52	1.64	0.93	0.86	False	72	72	72	72	54	13	2550010	2550010	2550010	2550010	2177051	768421	72	73796	2550010	58.7	39650	22478	40889.3	25	59	0.0
40	bc2169_SemiBin2	SemiBin_0	bacteria_odb10	0.8	0.8	0.0	0.0	99.2	124	58321	58321	0.000%	21	14.78	4.11	Neural Network (Specific Model)	4	0.808	58321	184.5744544287548	1051501	0.57	1558	None	1972	289	21	kingdom	1.0	0.15	0.0	0.11	0.25	0.47	0.07	True	21	21	21	21	19	9	1051501	1051501	1051501	1051501	1004489	639973	21	98010	1051501	57.16	58321	30253	58901.4	8	17	0.0
41	bc2169_SemiBin2	SemiBin_1	bacteria_odb10	91.9	91.1	0.8	1.6	6.5	124	4702604	4702604	0.000%	1	94.48	0.15	Gradient Boost (General Model)	11	0.892	4702604	329.0169093471113	4702604	0.72	4258	None	4276	4163	1	kingdom	1.0	0.97	0.0	0.0	0.0	0.8	0.78	True	1	1	1	1	1	1	4702604	4702604	4702604	4702604	4702604	4702604	1	4702604	4702604	71.66	4702604	4702604	4702604.0	1	1	0.0
42	bc2169_SemiBin2	SemiBin_10	bacteria_odb10	0.0	0.0	0.0	0.0	100.0	124	155445	155445	0.000%	2	4.74	0.0	Neural Network (Specific Model)	11	0.586	155445	193.69957081545064	228321	0.59	233	None	295	32	2	kingdom	1.0	0.11	0.0	0.12	0.28	0.42	0.05	True	2	2	2	2	2	2	228321	228321	228321	228321	228321	228321	2	155445	228321	58.7	155445	72876	129090.4	1	2	0.0
43	bc2169_SemiBin2	SemiBin_11	bacteria_odb10	14.5	14.5	0.0	4.0	81.5	124	110179	110179	0.000%	5	15.69	0.02	Neural Network (Specific Model)	11	0.896	110179	298.5726315789474	473287	0.67	475	None	466	441	5	family	0.83	0.79	0.43	0.1	0.22	0.72	0.57	True	5	5	5	5	5	4	473287	473287	473287	473287	473287	439319	5	159730	473287	66.72	110179	73730	112823.1	2	4	0.0
44	bc2169_SemiBin2	SemiBin_114	bacteria_odb10	4.0	4.0	0.0	1.6	94.4	124	325735	325735	0.000%	2	12.95	0.0	Neural Network (Specific Model)	11	0.912	325735	319.7040816326531	514154	0.65	490	None	493	485	2	kingdom	1.0	0.98	0.0	0.0	0.0	0.9	0.88	True	2	2	2	2	2	2	514154	514154	514154	514154	514154	514154	2	325735	514154	65.21	325735	188419	275413.6	1	2	0.0
45	bc2169_SemiBin2	SemiBin_12	bacteria_odb10	39.5	39.5	0.0	2.4	58.1	124	1524362	1524362	0.000%	1	39.55	0.0	Neural Network (Specific Model)	11	0.87	1524362	320.9876722262509	1524362	0.54	1379	None	1355	1332	1	kingdom	1.0	0.98	0.0	0.0	0.0	0.9	0.88	True	1	1	1	1	1	1	1524362	1524362	1524362	1524362	1524362	1524362	1	1524362	1524362	53.69	1524362	1524362	1524362.0	1	1	0.0
46	bc2169_SemiBin2	SemiBin_13	bacteria_odb10	100.0	98.4	1.6	0.0	0.0	124	8220465	8220465	0.000%	2	100.0	1.15	Neural Network (Specific Model)	11	0.887	8220465	350.9593123209169	8268345	0.73	6980	None	6989	6951	2	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.94	True	2	2	2	2	2	1	8268345	8268345	8268345	8268345	8268345	8220465	2	8220465	8268345	72.59	8220465	8220465	8173139.5	1	1	0.0
47	bc2169_SemiBin2	SemiBin_138	bacteria_odb10	0.8	0.8	0.0	0.0	99.2	124	37123	37123	0.000%	6	4.76	0.0	Neural Network (Specific Model)	11	0.866	37123	280.4765957446809	227940	0.74	235	None	235	229	6	kingdom	1.0	0.97	0.0	0.0	0.0	0.94	0.91	True	6	6	6	6	4	1	227940	227940	227940	227940	182663	63118	6	63118	227940	73.65	37123	23934	43083.7	3	5	0.0
48	bc2169_SemiBin2	SemiBin_15	bacteria_odb10	55.7	47.6	8.1	2.4	41.9	124	535702	535702	0.000%	10	36.61	8.17	Neural Network (Specific Model)	11	0.849	535702	319.25706313219393	3228132	0.72	2867	None	2867	2817	10	kingdom	1.0	0.98	0.0	0.0	0.0	0.86	0.85	True	10	10	10	10	10	8	3228132	3228132	3228132	3228132	3228132	3154568	10	1406774	3228132	72.17	535702	105433	839476.5	2	5	0.0
49	bc2169_SemiBin2	SemiBin_16	bacteria_odb10	71.0	63.7	7.3	1.6	27.4	124	2955009	2955009	0.000%	2	43.65	2.01	Neural Network (Specific Model)	11	0.864	2955009	334.4467687710124	3103671	0.72	2677	None	2673	2639	2	kingdom	1.0	0.99	0.0	0.0	0.0	0.86	0.85	True	2	2	2	2	2	2	3103671	3103671	3103671	3103671	3103671	3103671	2	2955009	3103671	72.01	2955009	2955009	2820588.5	1	1	0.0
50	bc2169_SemiBin2	SemiBin_18	bacteria_odb10	99.2	77.4	21.8	0.8	0.0	124	3643256	3643256	0.000%	8	100.0	10.51	Neural Network (Specific Model)	11	0.875	3643256	303.4920603803176	5291176	0.55	5101	None	4996	4783	8	class	0.97	0.93	0.03	0.02	0.05	0.89	0.83	True	8	8	8	8	6	5	5291176	5291176	5291176	5291176	5243290	5200282	8	3643256	5291176	54.65	3643256	217436	2750642.1	1	3	0.0
51	bc2169_SemiBin2	SemiBin_20	bacteria_odb10	0.0	0.0	0.0	0.8	99.2	124	65280	65280	0.000%	7	8.28	0.03	Neural Network (Specific Model)	11	0.735	65280	126.6972067039106	454181	0.58	895	None	803	112	7	kingdom	1.0	0.14	0.0	0.03	0.06	0.47	0.07	True	7	7	7	7	6	5	454181	454181	454181	454181	429323	401721	7	122516	454181	58.29	65280	27602	82644.1	3	6	0.0
52	bc2169_SemiBin2	SemiBin_21	bacteria_odb10	50.8	50.8	0.0	4.0	45.2	124	2242739	2242739	0.000%	12	53.88	6.35	Neural Network (Specific Model)	11	0.89	2242739	327.42273730684326	2994286	0.72	2718	None	2739	2670	12	order	0.9	0.88	0.01	0.04	0.08	0.82	0.72	True	12	12	12	12	11	9	2994286	2994286	2994286	2994286	2972504	2920026	12	2242739	2994286	71.7	2242739	67021	1702750.7	1	6	0.0
53	bc2169_SemiBin2	SemiBin_22	bacteria_odb10	99.2	99.2	0.0	0.8	0.0	124	3936799	3936799	0.000%	1	76.76	0.0	Neural Network (Specific Model)	11	0.88	3936799	308.9072440523924	3936799	0.62	3741	None	3724	3638	1	kingdom	1.0	0.98	0.0	0.0	0.0	0.83	0.81	True	1	1	1	1	1	1	3936799	3936799	3936799	3936799	3936799	3936799	1	3936799	3936799	61.78	3936799	3936799	3936799.0	1	1	0.0
54	bc2169_SemiBin2	SemiBin_24	bacteria_odb10	32.3	32.3	0.0	0.8	66.9	124	270429	270429	0.000%	3	9.56	0.0	Neural Network (Specific Model)	11	0.892	270429	309.73520249221184	334104	0.64	321	None	321	317	3	order	0.97	0.95	0.01	0.03	0.05	0.91	0.87	True	3	3	3	3	3	1	334104	334104	334104	334104	334104	270429	3	270429	334104	63.75	270429	34354	224995.1	1	2	0.0
55	bc2169_SemiBin2	SemiBin_25	bacteria_odb10	55.6	50.8	4.8	0.0	44.4	124	1465067	1465067	0.000%	6	42.48	6.34	Neural Network (Specific Model)	11	0.905	1465067	340.0445481544336	2653173	0.66	2357	None	2363	2353	6	genus	0.95	0.95	0.08	0.05	0.12	0.91	0.86	True	6	6	6	6	6	5	2653173	2653173	2653173	2653173	2653173	2613079	6	1465067	2653173	65.91	1465067	378227	994294.2	1	3	0.0
56	bc2169_SemiBin2	SemiBin_27	bacteria_odb10	0.0	0.0	0.0	0.0	100.0	124	77660	77660	0.000%	7	5.08	0.02	Neural Network (Specific Model)	11	0.607	77660	156.30639730639732	452538	0.5	594	None	323	109	7	kingdom	1.0	0.34	0.0	0.0	0.0	0.42	0.14	True	7	7	7	7	7	4	452538	452538	452538	452538	452538	343530	7	117158	452538	50.4	77660	34573	79471.6	3	6	0.0
57	bc2169_SemiBin2	SemiBin_28	bacteria_odb10	10.5	10.5	0.0	1.6	87.9	124	274070	274070	0.000%	2	9.36	0.0	Neural Network (Specific Model)	11	0.871	274070	342.45982142857144	527986	0.69	448	None	450	440	2	kingdom	1.0	0.98	0.0	0.0	0.0	0.94	0.92	True	2	2	2	2	2	2	527986	527986	527986	527986	527986	527986	2	274070	527986	69.04	274070	253916	264377.7	1	2	0.0
