	sample	Bin	Dataset	Complete	Single	Duplicated	Fragmented	Missing	n_markers	Scaffold N50	Contigs N50	Percent gaps	Number of scaffolds	Completeness	Contamination	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Additional_Notes	n_genes_called	n_genes_mapped	n_contigs	taxonomic_level	proportion_genes_retained_in_major_clades	genes_retained_index	clade_separation_score	contamination_portion	n_effective_surplus_clades	mean_hit_identity	reference_representation_score	pass.GUNC	# contigs (>= 0 bp)	# contigs (>= 1000 bp)	# contigs (>= 5000 bp)	# contigs (>= 10000 bp)	# contigs (>= 25000 bp)	# contigs (>= 50000 bp)	Total length (>= 0 bp)	Total length (>= 1000 bp)	Total length (>= 5000 bp)	Total length (>= 10000 bp)	Total length (>= 25000 bp)	Total length (>= 50000 bp)	# contigs	Largest contig	Total length	GC (%)	N50	N90	auN	L50	L90	# N's per 100 kbp
10	bc2121_HifiMAG	metabat2_11	bacteria_odb10	9.7	9.7	0.0	22.6	67.7	124	2714330	2714330	0.000%	22	0.0	44.35	Neural Network (Specific Model)	4	0.741	2714330	215.4081846236415	32204461	0.58	37265	None	25173	6670	22	kingdom	1.0	0.26	0.0	0.07	0.16	0.41	0.11	True	22	22	22	22	22	21	32204461	32204461	32204461	32204461	32204461	32166697	22	4256608	32204461	57.97	2714330	647335	2410917.4	5	15	0.0
11	bc2121_HifiMAG	metabat2_12	bacteria_odb10	95.2	95.2	0.0	2.4	2.4	124	1706567	1706567	0.000%	5	100.0	0.91	Neural Network (Specific Model)	11	0.893	1706567	317.2532242843661	3382709	0.72	3179	None	3174	3129	5	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.93	True	5	5	5	5	5	5	3382709	3382709	3382709	3382709	3382709	3382709	5	1706567	3382709	71.92	1706567	330643	1097771.6	1	4	0.0
12	bc2121_HifiMAG	semibin2_1	bacteria_odb10	60.5	59.7	0.8	5.6	33.9	124	59994	59994	0.000%	61	62.49	0.01	Neural Network (Specific Model)	11	0.858	59994	296.4998353638459	3137752	0.73	3037	None	3049	2887	61	family	0.89	0.85	0.19	0.02	0.05	0.85	0.72	True	61	61	61	61	54	26	3137752	3137752	3137752	3137752	2991167	1994453	61	141791	3137752	72.59	59994	30992	68168.6	19	49	0.0
13	bc2121_HifiMAG	semibin2_2	bacteria_odb10	63.7	62.1	1.6	0.8	35.5	124	366236	366236	0.000%	17	62.38	0.0	Neural Network (Specific Model)	11	0.866	366236	329.12910284463896	4157625	0.73	3656	None	3666	3556	17	order	0.95	0.92	0.05	0.02	0.04	0.78	0.72	True	17	17	17	17	17	16	4157625	4157625	4157625	4157625	4157625	4131136	17	974556	4157625	72.91	366236	127033	444733.9	4	12	0.0
14	bc2121_HifiMAG	semibin2_3	bacteria_odb10	55.6	55.6	0.0	13.7	30.7	124	48530	48530	0.000%	65	50.57	0.6	Neural Network (Specific Model)	11	0.852	48530	257.54438601917724	2919532	0.58	3233	None	3223	3166	65	family	0.99	0.97	0.07	0.04	0.09	0.97	0.94	True	65	65	65	65	54	19	2919532	2919532	2919532	2919532	2692872	1449002	65	172309	2919532	57.68	48530	26547	60508.7	20	52	0.0
15	bc2121_HifiMAG	semibin2_4	bacteria_odb10	45.1	43.5	1.6	8.1	46.8	124	45059	45059	0.000%	98	47.08	1.99	Neural Network (Specific Model)	11	0.818	45059	274.1806680161943	3958814	0.73	3952	None	3845	3681	98	kingdom	1.0	0.96	0.0	0.0	0.0	0.93	0.89	True	98	98	98	98	76	21	3958814	3958814	3958814	3958814	3521855	1523885	98	182869	3958814	73.43	45059	24810	54225.7	31	78	0.0
16	bc2121_HifiMAG	semibin2_5	bacteria_odb10	42.7	41.9	0.8	3.2	54.1	124	230961	230961	0.000%	11	51.13	0.27	Neural Network (Specific Model)	11	0.873	230961	303.3472766884532	2387457	0.71	2295	None	2300	2207	11	kingdom	1.0	0.96	0.0	0.0	0.0	0.76	0.73	True	11	11	11	11	11	11	2387457	2387457	2387457	2387457	2387457	2387457	11	684979	2387457	70.85	230961	102395	341910.0	3	9	0.0
17	bc2121_lorbin	bin_0	bacteria_odb10	100.0	98.4	1.6	0.0	0.0	124	8236992	8236992	0.000%	1	100.0	0.02	Neural Network (Specific Model)	11	0.887	8236992	351.6783448673587	8236992	0.73	6936	None	6943	6903	1	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.94	True	1	1	1	1	1	1	8236992	8236992	8236992	8236992	8236992	8236992	1	8236992	8236992	72.57	8236992	8236992	8236992.0	1	1	0.0
18	bc2121_lorbin	bin_1	bacteria_odb10	100.0	100.0	0.0	0.0	0.0	124	6193895	6193895	0.000%	1	99.93	0.14	Neural Network (Specific Model)	11	0.858	6193895	333.32017296484304	6193895	0.7	5319	None	5295	5178	1	kingdom	1.0	0.98	0.0	0.0	0.0	0.86	0.84	True	1	1	1	1	1	1	6193895	6193895	6193895	6193895	6193895	6193895	1	6193895	6193895	69.85	6193895	6193895	6193895.0	1	1	0.0
19	bc2121_lorbin	bin_10	bacteria_odb10	2.4	2.4	0.0	4.0	93.6	124	109230	109230	0.000%	150	0.0	13.84	Neural Network (Specific Model)	4	0.717	109230	192.4314506858763	10386956	0.56	13049	None	9954	2355	143	kingdom	1.0	0.24	0.0	0.03	0.07	0.44	0.11	True	150	150	149	146	99	63	10386956	10386956	10381993	10360776	9519763	8295663	150	607412	10386956	55.83	109230	28914	167462.6	24	93	0.0
20	bc2121_lorbin	bin_2	bacteria_odb10	81.4	79.8	1.6	9.7	8.9	124	80042	80042	0.000%	94	76.04	0.09	Neural Network (Specific Model)	11	0.842	80042	295.7149749131609	5439824	0.73	5182	None	5146	4924	94	kingdom	1.0	0.96	0.0	0.0	0.0	0.77	0.74	True	94	94	94	94	79	40	5439824	5439824	5439824	5439824	5138542	3768964	94	225330	5439824	72.86	80042	27315	92100.9	23	70	0.0
21	bc2121_lorbin	bin_3	bacteria_odb10	75.8	75.8	0.0	12.1	12.1	124	212623	212623	0.000%	23	83.25	1.26	Neural Network (Specific Model)	11	0.871	212623	293.0221224751523	3138583	0.72	3119	None	3082	2993	23	kingdom	1.0	0.97	0.0	0.0	0.0	0.94	0.91	True	23	23	23	23	22	17	3138583	3138583	3138583	3138583	3120471	2910477	23	438093	3138583	72.01	212623	55418	216607.5	6	16	0.0
22	bc2121_lorbin	bin_4	bacteria_odb10	70.1	64.5	5.6	11.3	18.6	124	69692	69692	0.000%	58	73.21	6.56	Gradient Boost (General Model)	11	0.859	69692	286.7297215496368	3295211	0.71	3304	None	3298	3158	58	kingdom	1.0	0.96	0.0	0.0	0.0	0.77	0.73	True	58	58	58	58	50	26	3295211	3295211	3295211	3295211	3154531	2283378	58	227436	3295211	71.07	69692	30418	84066.5	16	43	0.0
23	bc2121_lorbin	bin_6	bacteria_odb10	25.8	25.8	0.0	3.2	71.0	124	37681	37681	0.000%	32	24.8	0.11	Neural Network (Specific Model)	11	0.853	37681	254.2355305466238	1107017	0.58	1244	None	1249	1226	32	genus	0.98	0.96	0.05	0.02	0.04	0.98	0.94	True	32	32	32	32	24	6	1107017	1107017	1107017	1107017	944399	341511	32	63114	1107017	58.03	37681	22879	39773.5	11	27	0.0
24	bc2121_lorbin	bin_7	bacteria_odb10	4.0	4.0	0.0	14.5	81.5	124	231107	231107	0.000%	81	0.01	3.9	Neural Network (Specific Model)	4	0.758	231107	212.8470729548616	13189772	0.58	15818	None	13979	2732	81	kingdom	1.0	0.2	0.0	0.08	0.18	0.42	0.08	True	81	81	81	81	78	70	13189772	13189772	13189772	13189772	13136834	12854719	81	462678	13189772	58.27	231107	76866	243857.7	21	55	0.0
25	bc2121_lorbin	bin_8	bacteria_odb10	1.6	1.6	0.0	4.0	94.4	124	337540	337540	0.000%	27	0.42	3.82	Neural Network (Specific Model)	4	0.742	337540	222.3204	4459682	0.59	5000	None	3532	891	27	kingdom	1.0	0.25	0.0	0.09	0.2	0.41	0.1	True	27	27	27	27	26	22	4459682	4459682	4459682	4459682	4437603	4279527	27	467487	4459682	59.04	337540	62649	278613.7	6	18	0.0
26	bc2121_lorbin	bin_9	bacteria_odb10	0.8	0.8	0.0	2.4	96.8	124	165049	165049	0.000%	72	0.39	9.25	Neural Network (Specific Model)	4	0.74	165049	209.449972421401	7623559	0.59	9065	None	7145	1527	71	kingdom	1.0	0.21	0.0	0.07	0.15	0.41	0.09	True	72	72	72	72	65	47	7623559	7623559	7623559	7623559	7505438	6800956	72	346387	7623559	58.62	165049	49152	166600.2	17	49	0.0
27	bc2121_metawgs	bc2121_metaWGS_bin_1	bacteria_odb10	100.0	98.4	1.6	0.0	0.0	124	8236992	8236992	0.000%	2	100.0	0.02	Neural Network (Specific Model)	11	0.887	8236992	350.84231593995713	8290288	0.73	6995	None	7004	6956	2	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True	2	2	2	2	2	2	8290288	8290288	8290288	8290288	8290288	8290288	2	8236992	8290288	72.56	8236992	8236992	8184381.3	1	1	0.0
28	bc2121_metawgs	bc2121_metaWGS_bin_104	bacteria_odb10	9.7	9.7	0.0	21.0	69.3	124	202753	202753	0.000%	287	0.0	44.87	Neural Network (Specific Model)	4	0.743	202753	210.88658314759303	32903442	0.58	39033	None	31887	6742	280	kingdom	1.0	0.21	0.0	0.07	0.16	0.42	0.09	True	287	287	286	284	234	181	32903442	32903442	32898479	32884942	32012544	30096204	287	607412	32903442	58.16	202753	55301	218085.8	55	172	0.0
29	bc2121_metawgs	bc2121_metaWGS_bin_107	bacteria_odb10	81.4	77.4	4.0	9.7	8.9	124	69039	69039	0.000%	104	76.52	1.74	Neural Network (Specific Model)	11	0.843	69039	299.02617511520737	5755202	0.73	5425	None	5396	5152	104	kingdom	1.0	0.95	0.0	0.0	0.0	0.78	0.74	True	104	104	104	104	85	41	5755202	5755202	5755202	5755202	5358149	3832809	104	225330	5755202	72.81	69039	27227	89016.1	26	79	0.0
30	bc2121_metawgs	bc2121_metaWGS_bin_14	bacteria_odb10	75.8	75.8	0.0	12.1	12.1	124	212623	212623	0.000%	23	83.25	1.26	Neural Network (Specific Model)	11	0.871	212623	293.0221224751523	3138583	0.72	3119	None	3082	2993	23	kingdom	1.0	0.97	0.0	0.0	0.0	0.94	0.91	True	23	23	23	23	22	17	3138583	3138583	3138583	3138583	3120471	2910477	23	438093	3138583	72.01	212623	55418	216607.5	6	16	0.0
31	bc2121_metawgs	bc2121_metaWGS_bin_147	bacteria_odb10	70.9	65.3	5.6	11.3	17.8	124	61408	61408	0.000%	77	75.93	9.78	Gradient Boost (General Model)	11	0.857	61408	286.0015927794	3756885	0.71	3767	None	3754	3576	77	genus	0.93	0.88	0.3	0.03	0.06	0.77	0.68	True	77	77	77	77	56	27	3756885	3756885	3756885	3756885	3391035	2344786	77	227436	3756885	71.06	61408	25203	77531.1	19	56	0.0
32	bc2121_metawgs	bc2121_metaWGS_bin_9	bacteria_odb10	100.0	100.0	0.0	0.0	0.0	124	6193895	6193895	0.000%	1	99.93	0.14	Neural Network (Specific Model)	11	0.858	6193895	333.32017296484304	6193895	0.7	5319	None	5295	5178	1	kingdom	1.0	0.98	0.0	0.0	0.0	0.86	0.84	True	1	1	1	1	1	1	6193895	6193895	6193895	6193895	6193895	6193895	1	6193895	6193895	69.85	6193895	6193895	6193895.0	1	1	0.0
33	bc2122_HifiMAG	complete_12	bacteria_odb10	98.4	97.6	0.8	0.8	0.8	124	4187386	4187386	0.000%	1	100.0	0.26	Neural Network (Specific Model)	11	0.901	4187386	341.4974247763621	4187386	0.73	3689	None	3715	3650	1	kingdom	1.0	0.98	0.0	0.0	0.0	0.83	0.81	True	1	1	1	1	1	1	4187386	4187386	4187386	4187386	4187386	4187386	1	4187386	4187386	72.62	4187386	4187386	4187386.0	1	1	0.0
34	bc2122_HifiMAG	complete_43	bacteria_odb10	100.0	97.6	2.4	0.0	0.0	124	6980160	6980160	0.000%	1	100.0	0.2	Neural Network (Specific Model)	11	0.875	6980160	340.7230486378071	6980160	0.73	5983	None	6013	5961	1	kingdom	1.0	0.99	0.0	0.0	0.0	0.96	0.96	True	1	1	1	1	1	1	6980160	6980160	6980160	6980160	6980160	6980160	1	6980160	6980160	73.44	6980160	6980160	6980160.0	1	1	0.0
35	bc2122_HifiMAG	complete_49	bacteria_odb10	100.0	100.0	0.0	0.0	0.0	124	4006331	4006331	0.000%	1	100.0	0.04	Neural Network (Specific Model)	11	0.885	4006331	306.7767695099819	4006331	0.46	3857	None	3850	3813	1	kingdom	1.0	0.99	0.0	0.0	0.0	0.98	0.97	True	1	1	1	1	1	1	4006331	4006331	4006331	4006331	4006331	4006331	1	4006331	4006331	46.41	4006331	4006331	4006331.0	1	1	0.0
36	bc2122_HifiMAG	complete_5	bacteria_odb10	100.0	100.0	0.0	0.0	0.0	124	6329935	6329935	0.000%	1	99.94	0.04	Neural Network (Specific Model)	11	0.857	6329935	332.11035747021083	6329935	0.7	5455	None	5428	5310	1	kingdom	1.0	0.98	0.0	0.0	0.0	0.86	0.84	True	1	1	1	1	1	1	6329935	6329935	6329935	6329935	6329935	6329935	1	6329935	6329935	69.77	6329935	6329935	6329935.0	1	1	0.0
37	bc2122_HifiMAG	complete_58	bacteria_odb10	97.6	97.6	0.0	1.6	0.8	124	4029857	4029857	0.000%	1	99.93	0.0	Neural Network (Specific Model)	11	0.876	4029857	323.8324175824176	4029857	0.58	3640	None	3683	3638	1	kingdom	1.0	0.99	0.0	0.0	0.0	0.97	0.96	True	1	1	1	1	1	1	4029857	4029857	4029857	4029857	4029857	4029857	1	4029857	4029857	57.87	4029857	4029857	4029857.0	1	1	0.0
38	bc2122_HifiMAG	complete_9	bacteria_odb10	100.0	98.4	1.6	0.0	0.0	124	8227111	8227111	0.000%	1	100.0	0.02	Neural Network (Specific Model)	11	0.887	8227111	351.5819388343912	8227111	0.73	6932	None	6936	6898	1	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.94	True	1	1	1	1	1	1	8227111	8227111	8227111	8227111	8227111	8227111	1	8227111	8227111	72.58	8227111	8227111	8227111.0	1	1	0.0
39	bc2122_HifiMAG	complete_90	bacteria_odb10	98.4	98.4	0.0	0.0	1.6	124	3384980	3384980	0.000%	1	100.0	0.05	Neural Network (Specific Model)	11	0.898	3384980	320.944321417273	3384980	0.72	3161	None	3164	3127	1	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True	1	1	1	1	1	1	3384980	3384980	3384980	3384980	3384980	3384980	1	3384980	3384980	71.94	3384980	3384980	3384980.0	1	1	0.0
40	bc2122_HifiMAG	complete_91	bacteria_odb10	98.4	97.6	0.8	1.6	0.0	124	4209476	4209476	0.000%	1	97.86	0.03	Gradient Boost (General Model)	11	0.894	4209476	319.61896288764615	4209476	0.71	3934	None	3943	3834	1	kingdom	1.0	0.97	0.0	0.0	0.0	0.76	0.74	True	1	1	1	1	1	1	4209476	4209476	4209476	4209476	4209476	4209476	1	4209476	4209476	71.09	4209476	4209476	4209476.0	1	1	0.0
41	bc2122_HifiMAG	metabat2_10	bacteria_odb10	59.7	59.7	0.0	1.6	38.7	124	817867	817867	0.000%	4	42.34	0.29	Neural Network (Specific Model)	11	0.898	817867	328.68360433604335	1617989	0.72	1476	None	1487	1401	4	family	0.91	0.86	0.02	0.03	0.05	0.85	0.73	True	4	4	4	4	4	4	1617989	1617989	1617989	1617989	1617989	1617989	4	817867	1617989	72.21	817867	216852	547811.6	1	4	0.0
42	bc2122_HifiMAG	metabat2_16	bacteria_odb10	74.2	72.6	1.6	4.0	21.8	124	109056	109056	0.000%	68	71.41	0.56	Neural Network (Specific Model)	11	0.838	109056	299.2731269463272	5831873	0.72	5459	None	5422	5226	68	kingdom	1.0	0.96	0.0	0.0	0.0	0.86	0.83	True	68	68	68	68	68	51	5831873	5831873	5831873	5831873	5831873	5199549	68	205006	5831873	72.38	109056	49148	110345.6	21	52	0.0
43	bc2122_HifiMAG	metabat2_25	bacteria_odb10	99.2	98.4	0.8	0.8	0.0	124	4061128	4061128	0.000%	3	100.0	0.06	Neural Network (Specific Model)	11	0.871	4061128	340.82874049027896	6934191	0.73	5915	None	5942	5892	3	kingdom	1.0	0.99	0.0	0.0	0.0	0.96	0.95	True	3	3	3	3	3	3	6934191	6934191	6934191	6934191	6934191	6934191	3	4061128	6934191	73.46	4061128	2239357	3159570.3	1	2	0.0
44	bc2122_HifiMAG	metabat2_26	bacteria_odb10	8.9	8.9	0.0	21.8	69.3	124	2031527	2031527	0.000%	32	0.0	48.32	Neural Network (Specific Model)	4	0.742	2031527	218.46146200864683	35250531	0.58	40246	None	30361	7335	32	kingdom	1.0	0.24	0.0	0.07	0.15	0.41	0.1	True	32	32	32	32	32	29	35250531	35250531	35250531	35250531	35250531	35147192	32	3111775	35250531	58.05	2031527	670287	1934340.8	7	19	0.0
45	bc2122_HifiMAG	metabat2_3	bacteria_odb10	50.8	50.8	0.0	12.9	36.3	124	59145	59145	0.000%	47	38.02	1.31	Neural Network (Specific Model)	11	0.807	59145	277.1460396039604	2901986	0.74	2828	None	2791	2659	47	kingdom	1.0	0.95	0.0	0.0	0.0	0.94	0.89	True	47	47	47	47	47	25	2901986	2901986	2901986	2901986	2901986	2014518	47	231903	2901986	73.87	59145	37455	83157.7	15	39	0.0
46	bc2122_HifiMAG	metabat2_33_sub	bacteria_odb10	7.3	7.3	0.0	12.9	79.8	124	724032	724032	0.000%	69	0.0	15.05	Neural Network (Specific Model)	4	0.743	724032	215.5964208838053	20451095	0.58	23693	None	17497	4173	69	kingdom	1.0	0.24	0.0	0.08	0.17	0.41	0.1	True	69	69	69	69	69	46	20451095	20451095	20451095	20451095	20451095	19633786	69	1767344	20451095	58.29	724032	115781	935937.0	8	30	0.0
47	bc2122_HifiMAG	metabat2_34_sub	bacteria_odb10	41.9	41.1	0.8	1.6	56.5	124	196774	196774	0.000%	11	23.5	2.63	Neural Network (Specific Model)	11	0.879	196774	306.3303874915024	1533516	0.7	1471	None	1472	1384	11	genus	0.89	0.83	0.09	0.05	0.1	0.77	0.64	True	11	11	11	11	11	9	1533516	1533516	1533516	1533516	1533516	1452662	11	279798	1533516	69.89	196774	58922	186223.3	4	8	0.0
48	bc2122_HifiMAG	metabat2_4	bacteria_odb10	98.4	98.4	0.0	1.6	0.0	124	1673361	1673361	0.000%	2	100.0	1.43	Neural Network (Specific Model)	11	0.882	1673361	324.3707543796925	3079219	0.69	2797	None	2767	2709	2	family	0.92	0.9	0.05	0.06	0.13	0.93	0.84	True	2	2	2	2	2	2	3079219	3079219	3079219	3079219	3079219	3079219	2	1673361	3079219	69.08	1673361	1405858	1551229.0	1	2	0.0
49	bc2122_HifiMAG	metabat2_9	bacteria_odb10	8.9	8.9	0.0	19.4	71.7	124	2125028	2125028	0.000%	20	0.0	40.55	Neural Network (Specific Model)	4	0.81	2125028	220.63271076079508	28250154	0.55	35016	None	32810	5681	20	kingdom	1.0	0.17	0.0	0.08	0.17	0.41	0.07	True	20	20	20	20	20	20	28250154	28250154	28250154	28250154	28250154	28250154	20	3735183	28250154	55.25	2125028	863196	2093206.5	5	15	0.0
50	bc2122_HifiMAG	semibin2_10	bacteria_odb10	20.2	20.2	0.0	7.3	72.5	124	34002	34002	0.000%	39	20.06	0.06	Neural Network (Specific Model)	11	0.808	34002	256.9306688417618	1163910	0.72	1226	None	1200	1145	39	kingdom	1.0	0.95	0.0	0.0	0.0	0.96	0.92	True	39	39	39	39	22	3	1163910	1163910	1163910	1163910	832660	156657	39	54094	1163910	71.59	34002	18442	33999.8	14	32	0.0
51	bc2122_HifiMAG	semibin2_13	bacteria_odb10	4.8	4.8	0.0	12.9	82.3	124	820891	820891	0.000%	26	0.01	11.02	Neural Network (Specific Model)	4	0.742	820891	221.5640995119629	14935947	0.58	16802	None	12409	3123	26	kingdom	1.0	0.25	0.0	0.08	0.18	0.42	0.11	True	26	26	26	26	26	26	14935947	14935947	14935947	14935947	14935947	14935947	26	1545993	14935947	58.43	820891	296607	822742.7	7	19	0.0
52	bc2122_HifiMAG	semibin2_2	bacteria_odb10	89.5	88.7	0.8	1.6	8.9	124	5266994	5266994	0.000%	1	85.12	0.47	Neural Network (Specific Model)	11	0.874	5266994	337.1579986833443	5266994	0.73	4557	None	4566	4466	1	kingdom	1.0	0.98	0.0	0.0	0.0	0.78	0.76	True	1	1	1	1	1	1	5266994	5266994	5266994	5266994	5266994	5266994	1	5266994	5266994	72.83	5266994	5266994	5266994.0	1	1	0.0
53	bc2122_HifiMAG	semibin2_3	bacteria_odb10	71.0	70.2	0.8	3.2	25.8	124	2197111	2197111	0.000%	5	59.89	0.04	Neural Network (Specific Model)	11	0.877	2197111	335.00994575045206	3796969	0.73	3318	None	3321	3257	5	kingdom	1.0	0.98	0.0	0.0	0.0	0.78	0.77	True	5	5	5	5	5	5	3796969	3796969	3796969	3796969	3796969	3796969	5	2197111	3796969	73.09	2197111	378360	1444951.5	1	4	0.0
54	bc2122_HifiMAG	semibin2_5	bacteria_odb10	56.4	55.6	0.8	0.8	42.8	124	1248537	1248537	0.000%	2	29.42	0.42	Neural Network (Specific Model)	11	0.865	1248537	326.43050847457624	1666329	0.73	1475	None	1473	1442	2	kingdom	1.0	0.98	0.0	0.0	0.0	0.77	0.76	True	2	2	2	2	2	2	1666329	1666329	1666329	1666329	1666329	1666329	2	1248537	1666329	72.73	1248537	417792	1040247.6	1	2	0.0
55	bc2122_HifiMAG	semibin2_6	bacteria_odb10	41.9	41.9	0.0	1.6	56.5	124	365032	365032	0.000%	2	18.12	0.0	Neural Network (Specific Model)	11	0.888	365032	301.64156206415623	729563	0.71	717	None	716	701	2	kingdom	1.0	0.98	0.0	0.0	0.0	0.78	0.77	True	2	2	2	2	2	2	729563	729563	729563	729563	729563	729563	2	365032	729563	71.02	365032	364531	364781.7	1	2	0.0
56	bc2122_HifiMAG	semibin2_9	bacteria_odb10	8.9	8.9	0.0	20.2	70.9	124	266979	266979	0.000%	137	0.0	35.15	Neural Network (Specific Model)	11	0.605	266979	171.80001910645478	26535988	0.56	31403	None	28210	4701	137	kingdom	1.0	0.17	0.0	0.08	0.18	0.41	0.07	True	137	137	137	137	137	124	26535988	26535988	26535988	26535988	26535988	26020457	137	928890	26535988	56.01	266979	100084	329077.6	31	95	0.0
