	sample	Bin	Dataset	Complete	Single	Duplicated	Fragmented	Missing	n_markers	Scaffold N50	Contigs N50	Percent gaps	Number of scaffolds	Completeness	Contamination	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Additional_Notes	classification	closest_genome_reference	closest_genome_reference_radius	closest_genome_taxonomy	closest_genome_ani	closest_genome_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings	n_genes_called	n_genes_mapped	n_contigs	taxonomic_level	proportion_genes_retained_in_major_clades	genes_retained_index	clade_separation_score	contamination_portion	n_effective_surplus_clades	mean_hit_identity	reference_representation_score	pass.GUNC	# contigs (>= 0 bp)	# contigs (>= 1000 bp)	# contigs (>= 5000 bp)	# contigs (>= 10000 bp)	# contigs (>= 25000 bp)	# contigs (>= 50000 bp)	Total length (>= 0 bp)	Total length (>= 1000 bp)	Total length (>= 5000 bp)	Total length (>= 10000 bp)	Total length (>= 25000 bp)	Total length (>= 50000 bp)	# contigs	Largest contig	Total length	GC (%)	N50	N90	auN	L50	L90	# N's per 100 kbp
195	bc2169_metawgs	bc2169_metaWGS_bin_48	bacteria_odb10	87.1	87.1	0.0	2.4	10.5	124	344126	344126	0.000%	19	82.94	0.19	Neural Network (Specific Model)	11	0.886	344126	292.84066587395955	4156918	0.64	4205	None	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Paracoccus;s__Paracoccus alcaliphilus	GCF_028553725.1	95.0	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Paracoccus;s__Paracoccus alcaliphilus	97.7	0.787	GCF_028553725.1	95.0	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Paracoccus;s__Paracoccus alcaliphilus	97.7	0.787	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Paracoccus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_003709565.1, s__Paracoccus siganidrum, 95.0, 84.99, 0.404; GCF_946221145.1, s__Paracoccus sp946221145, 95.0, 81.87, 0.155; GCF_028553765.1, s__Paracoccus stylophorae, 95.0, 81.72, 0.163; GCF_029027965.1, s__Paracoccus sp029027965, 95.0, 81.63, 0.203; GCF_018860165.1, s__Paracoccus marinaquae, 95.0, 81.43, 0.172; GCF_900631945.1, s__Paracoccus haematequi_A, 95.0, 81.06, 0.174; GCF_017315735.1, s__Paracoccus shandongensis, 95.0, 80.66, 0.158; GCF_030732095.1, s__Paracoccus sp030732095, 95.0, 80.57, 0.163; GCF_009708075.1, s__Paracoccus lichenicola, 95.0, 80.29, 0.152	82.4	11.0			4207	4118	19	order	0.99	0.97	0.17	0.04	0.07	0.94	0.91	True	19	19	19	19	17	16	4156918	4156918	4156918	4156918	4119415	4077618	19	575324	4156918	64.2	344126	108951	330751.0	5	13	0.0
196	bc2169_metawgs	bc2169_metaWGS_bin_5	bacteria_odb10	99.2	99.2	0.0	0.0	0.8	124	4792661	4792661	0.000%	2	100.0	0.01	Neural Network (Specific Model)	11	0.891	4792661	328.27814721394174	4810248	0.55	4361	None	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter cloacae	GCF_000025565.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter cloacae	98.8	0.943	GCF_000025565.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter cloacae	98.8	0.943	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_024599795.1, s__Enterobacter dissolvens, 95.0, 95.23, 0.905; GCF_002939185.1, s__Enterobacter sichuanensis, 95.0, 89.75, 0.719; GCF_007035645.1, s__Enterobacter asburiae_B, 96.87, 89.68, 0.744; GCF_004402045.1, s__Enterobacter nimipressuralis_A, 95.0, 89.62, 0.75; GCF_001022965.1, s__Enterobacter cloacae_L, 95.0, 89.53, 0.766; GCF_900324475.1, s__Enterobacter bugandensis, 95.0, 89.51, 0.755; GCF_003594915.1, s__Enterobacter chuandaensis, 95.0, 89.5, 0.761; GCA_024160165.1, s__Enterobacter nematophilus, 95.0, 89.49, 0.746; GCF_001729805.1, s__Enterobacter roggenkampii, 95.0, 89.44, 0.739; GCF_008364625.1, s__Enterobacter dykesii, 95.0, 89.38, 0.769; GCF_001521715.1, s__Enterobacter asburiae, 96.14, 89.35, 0.711; GCF_030444555.1, s__Enterobacter asburiae_F, 96.86, 89.3, 0.721; GCF_000493015.1, s__Enterobacter sp000493015, 95.0, 89.29, 0.751; GCF_002208095.1, s__Enterobacter cloacae_M, 96.54, 89.26, 0.741; GCF_011754535.1, s__Enterobacter cloacae_N, 95.0, 89.26, 0.739; GCF_008364555.1, s__Enterobacter vonholyi, 95.0, 89.25, 0.75; GCF_024599655.1, s__Enterobacter asburiae_D, 95.5, 89.21, 0.753; GCF_008080435.1, s__Enterobacter asburiae_C, 95.0, 89.19, 0.727; GCF_019968765.1, s__Enterobacter sp019968765, 95.0, 89.18, 0.726; GCF_026420145.1, s__Enterobacter pseudoroggenkampii, 95.0, 89.12, 0.728; GCA_019351845.1, s__Enterobacter quasiroggenkampii, 95.0, 89.01, 0.723; GCF_001984825.2, s__Enterobacter chengduensis, 95.0, 88.97, 0.727; GCF_019718755.1, s__Enterobacter sp019718755, 95.0, 88.91, 0.729; GCF_001729765.1, s__Enterobacter kobei, 95.0, 88.86, 0.701; GCF_025244905.1, s__Enterobacter mori_A, 95.0, 88.84, 0.734; GCF_000211415.1, s__Enterobacter mori, 95.0, 88.82, 0.712; GCF_001750725.1, s__Enterobacter ludwigii, 95.0, 88.79, 0.733; GCA_946477805.1, s__Enterobacter sp946477805, 95.0, 88.79, 0.593; GCA_023023105.1, s__Enterobacter cloacae_I, 95.0, 88.62, 0.667; GCF_013375935.1, s__Enterobacter cloacae_O, 95.0, 88.56, 0.699; GCF_001729745.1, s__Enterobacter hoffmannii, 95.0, 88.44, 0.701; GCF_004331265.1, s__Enterobacter wuhouensis, 95.0, 88.43, 0.698; GCF_008082005.1, s__Enterobacter hormaechei_B, 95.0, 88.37, 0.704; GCF_001875655.1, s__Enterobacter hormaechei, 95.0, 88.35, 0.674; GCF_009176645.1, s__Enterobacter oligotrophicus, 95.0, 88.31, 0.703; GCF_004331385.1, s__Enterobacter quasihormaechei, 95.0, 88.28, 0.704; GCF_011078175.1, s__Enterobacter cloacae_Q, 95.0, 88.24, 0.693; GCF_003594935.2, s__Enterobacter huaxiensis, 95.0, 88.18, 0.706; GCA_006385655.1, s__Enterobacter hormaechei_C, 95.0, 87.61, 0.648; GCF_014169315.1, s__Enterobacter cloacae_P, 95.0, 87.55, 0.592; GCF_021440515.1, s__Enterobacter asburiae_E, 95.0, 87.45, 0.626; GCA_023425455.1, s__Enterobacter sp023425455, 95.0, 87.19, 0.559; GCF_019047785.1, s__Enterobacter cancerogenus, 95.0, 87.07, 0.614; GCF_003057745.1, s__Enterobacter sp003057745, 95.0, 86.95, 0.61; GCF_001654845.1, s__Enterobacter soli, 95.0, 86.91, 0.614; GCF_013927005.1, s__Enterobacter sp013927005, 95.0, 86.8, 0.581; GCA_913778545.1, s__Enterobacter sp913778545, 95.0, 86.67, 0.625; GCF_918797525.1, s__Enterobacter sp918797525, 95.0, 86.28, 0.52	97.38	11.0			4379	4346	2	kingdom	1.0	0.99	0.0	0.0	0.0	0.98	0.97	True	2	2	2	2	1	1	4810248	4810248	4810248	4810248	4792661	4792661	2	4792661	4810248	55.06	4792661	4792661	4775202.6	1	1	0.0
197	bc2169_metawgs	bc2169_metaWGS_bin_609	bacteria_odb10	63.7	54.8	8.9	5.6	30.7	124	46159	46159	0.000%	99	63.93	17.45	Gradient Boost (General Model)	11	0.864	46159	294.85340314136124	4289661	0.72	4202	None	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Micromonosporaceae;g__Glycomyces;s__											d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Micromonosporaceae;g__Glycomyces;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_000482705.1, s__Glycomyces arizonensis, 95.0, 87.14, 0.349; GCF_000427885.1, s__Glycomyces tenuis, 95.0, 87.04, 0.375; GCA_021793335.1, s__Glycomyces sp021793335, 95.0, 86.64, 0.322; GCF_022548875.1, s__Glycomyces sp022548875, 95.0, 83.61, 0.219; GCF_020991375.1, s__Glycomyces amatae, 95.0, 82.6, 0.189; GCF_016428645.1, s__Glycomyces salinus, 95.0, 82.58, 0.193; GCF_002798405.1, s__Glycomyces xiaoerkulensis, 95.0, 82.29, 0.198; GCF_004912155.1, s__Glycomyces paridis, 95.0, 82.12, 0.174; GCF_003265355.1, s__Glycomyces dulcitolivorans, 95.0, 82.09, 0.179; GCF_003933745.1, s__Glycomyces terrestris, 95.0, 82.01, 0.182; GCF_000719515.1, s__Glycomyces sp000719515, 95.0, 81.99, 0.176; GCF_900102815.1, s__Glycomyces sambucus, 95.0, 81.95, 0.171; GCF_009451885.1, s__Glycomyces albidus, 95.0, 81.94, 0.164; GCF_019710475.1, s__Glycomyces sp019710475, 95.0, 81.83, 0.164; GCF_900101745.1, s__Glycomyces harbinensis, 95.0, 81.77, 0.171; GCF_003002955.1, s__Glycomyces artemisiae, 95.0, 81.71, 0.156; GCF_004912275.1, s__Glycomyces buryatensis, 95.0, 81.7, 0.164; GCF_027622875.1, s__Glycomyces luteolus, 95.0, 81.04, 0.155; GCF_030403505.1, s__Glycomyces tritici, 95.0, 81.03, 0.151; GCF_016918015.1, s__Glycomyces sp016918015, 95.0, 80.95, 0.153; GCF_027622855.1, s__Glycomyces algeriensis, 95.0, 80.85, 0.151	50.78	11.0	0.97402	Genome has more than 12.5% of markers with multiple hits	4221	4025	99	genus	0.92	0.87	0.19	0.03	0.06	0.8	0.7	True	99	99	99	98	64	17	4289661	4289661	4289661	4284129	3641035	2100130	99	574951	4289661	71.6	46159	20735	140077.9	18	74	0.0
198	bc2169_metawgs	bc2169_metaWGS_bin_661	bacteria_odb10	91.9	37.1	54.8	6.5	1.6	124	89818	89818	0.000%	120	87.0	60.53	Neural Network (Specific Model)	11	0.869	89818	313.36254711900915	8019661	0.69	7428	None	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Luteimonas_D;s__Luteimonas_D abyssi	GCF_001482195.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Luteimonas_D;s__Luteimonas_D abyssi	98.56	0.967	GCF_001482195.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Luteimonas_D;s__Luteimonas_D abyssi	98.56	0.967	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Luteimonas_D;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_000559025.1, s__Luteimonas_D huabeiensis, 95.0, 82.95, 0.211; GCF_021191635.1, s__Luteimonas_D sp021191635, 95.0, 82.53, 0.206; GCF_004803715.2, s__Luteimonas_D yindakuii, 95.0, 80.25, 0.245; GCA_002798175.1, s__Luteimonas_D sp002798175, 95.0, 80.11, 0.237; GCF_004118975.1, s__Luteimonas_D sp004118975, 95.0, 79.98, 0.236	51.12	11.0		Genome has more than 45.0% of markers with multiple hits	7425	7243	120	kingdom	1.0	0.98	0.0	0.0	0.0	0.96	0.93	True	120	120	120	120	100	58	8019661	8019661	8019661	8019661	7617273	5941181	120	220576	8019661	69.37	89818	37627	97551.4	31	88	0.0
199	bc2169_metawgs	bc2169_metaWGS_bin_787	bacteria_odb10	43.6	37.1	6.5	9.7	46.7	124	46492	46492	0.000%	131	61.82	15.61	Neural Network (Specific Model)	11	0.854	46492	278.95440196422305	5557613	0.75	5702	None	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Pseudonocardiaceae;g__Pseudonocardia;s__											d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Pseudonocardiaceae;g__Pseudonocardia;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_002813375.1, s__Pseudonocardia alni, 95.0, 94.3, 0.542; GCF_001294645.1, s__Pseudonocardia sp001294645, 95.0, 90.24, 0.453; GCF_020131355.1, s__Pseudonocardia sp020131355, 95.0, 90.15, 0.485; GCF_900115005.1, s__Pseudonocardia ammonioxydans, 95.0, 88.62, 0.375; GCF_017876315.1, s__Pseudonocardia parietis, 95.0, 84.43, 0.272; GCF_001420995.1, s__Pseudonocardia sp001420995, 95.0, 84.18, 0.28; GCF_014267175.1, s__Pseudonocardia sp014267175, 95.0, 83.56, 0.218; GCF_003945385.1, s__Pseudonocardia autotrophica, 95.0, 82.93, 0.209; GCF_001698125.1, s__Pseudonocardia sp001698125, 95.0, 82.86, 0.189	35.99	11.0	0.99026	Genome not assigned to closest species as it falls outside its pre-defined ANI radius	5603	5409	131	kingdom	1.0	0.97	0.0	0.0	0.0	0.92	0.88	True	131	131	131	131	109	30	5557613	5557613	5557613	5557613	5082455	2281930	131	133929	5557613	74.8	46492	26567	54959.6	41	106	0.0
200	bc2169_metawgs	bc2169_metaWGS_bin_819	bacteria_odb10	72.6	72.6	0.0	1.6	25.8	124	3223266	3223266	0.000%	2	76.93	0.19	Neural Network (Specific Model)	11	0.884	3223266	321.2970469021424	3757962	0.55	3454	None	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Advenella;s__											d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Advenella;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_004217095.1, s__Advenella incenata, 95.0, 88.22, 0.698; GCF_014897675.1, s__Advenella sp003533245, 95.0, 87.84, 0.624; GCA_023423975.1, s__Advenella sp023423975, 95.0, 87.42, 0.541; GCF_000219915.2, s__Advenella kashmirensis, 95.0, 86.92, 0.598; GCF_000521505.1, s__Advenella mimigardefordensis, 95.0, 83.97, 0.428; GCF_002810445.1, s__Advenella sp002810445, 95.0, 82.38, 0.277; GCF_000506985.1, s__Advenella kashmirensis_A, 95.0, 80.35, 0.151	66.0	11.0	0.98894	Genome not assigned to closest species as it falls outside its pre-defined ANI radius	3397	3335	2	kingdom	1.0	0.98	0.0	0.0	0.0	0.88	0.87	True	2	2	2	2	2	2	3757962	3757962	3757962	3757962	3757962	3757962	2	3223266	3757962	54.62	3223266	534696	2840726.8	1	2	0.0
201	bc2169_metawgs	bc2169_metaWGS_bin_90	bacteria_odb10	83.9	83.1	0.8	2.4	13.7	124	2178884	2178884	0.000%	11	79.02	0.08	Neural Network (Specific Model)	11	0.887	2178884	309.632493483927	3609587	0.71	3453	None	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Micromonosporaceae;g__Glycomyces;s__											d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Micromonosporaceae;g__Glycomyces;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_021793335.1, s__Glycomyces sp021793335, 95.0, 83.0, 0.198; GCF_022548875.1, s__Glycomyces sp022548875, 95.0, 82.99, 0.268; GCF_000427885.1, s__Glycomyces tenuis, 95.0, 82.69, 0.329; GCF_000482705.1, s__Glycomyces arizonensis, 95.0, 82.5, 0.285; GCF_016428645.1, s__Glycomyces salinus, 95.0, 82.15, 0.246; GCF_003933745.1, s__Glycomyces terrestris, 95.0, 81.87, 0.207; GCF_002798405.1, s__Glycomyces xiaoerkulensis, 95.0, 81.86, 0.25; GCF_900102815.1, s__Glycomyces sambucus, 95.0, 81.57, 0.204; GCF_020991375.1, s__Glycomyces amatae, 95.0, 81.48, 0.223; GCF_003265355.1, s__Glycomyces dulcitolivorans, 95.0, 81.27, 0.197; GCF_900101745.1, s__Glycomyces harbinensis, 95.0, 81.25, 0.215; GCF_000719515.1, s__Glycomyces sp000719515, 95.0, 81.19, 0.2; GCF_019710475.1, s__Glycomyces sp019710475, 95.0, 81.12, 0.195; GCF_003002955.1, s__Glycomyces artemisiae, 95.0, 81.0, 0.193; GCF_009451885.1, s__Glycomyces albidus, 95.0, 80.99, 0.185; GCF_004912155.1, s__Glycomyces paridis, 95.0, 80.95, 0.191; GCF_030403505.1, s__Glycomyces tritici, 95.0, 80.92, 0.18; GCF_017592475.1, s__Glycomyces sp017592475, 95.0, 80.75, 0.187; GCF_027622945.1, s__Glycomyces lechevalierae, 95.0, 80.71, 0.171; GCF_027622875.1, s__Glycomyces luteolus, 95.0, 80.55, 0.166; GCF_004912275.1, s__Glycomyces buryatensis, 95.0, 80.51, 0.199; GCF_016918015.1, s__Glycomyces sp016918015, 95.0, 80.44, 0.185; GCF_027622855.1, s__Glycomyces algeriensis, 95.0, 80.22, 0.179	84.75	11.0	0.9648		3472	3357	11	order	0.93	0.9	0.02	0.03	0.06	0.77	0.69	True	11	11	11	11	9	5	3609587	3609587	3609587	3609587	3564379	3432399	11	2178884	3609587	71.0	2178884	243682	1469101.4	1	4	0.0
202	bc2169_metawgs	bc2169_metaWGS_bin_911	bacteria_odb10	42.7	42.7	0.0	8.9	48.4	124	64098	64098	0.000%	46	63.1	0.11	Neural Network (Specific Model)	11	0.898	64098	294.16483516483515	2402833	0.67	2457	None	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Microbacteriaceae;g__Leucobacter;s__Leucobacter sp020096995	GCF_020096995.1	95.0	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Microbacteriaceae;g__Leucobacter;s__Leucobacter sp020096995	97.52	0.845	GCF_020096995.1	95.0	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Microbacteriaceae;g__Leucobacter;s__Leucobacter sp020096995	97.52	0.845	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Microbacteriaceae;g__Leucobacter;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_017583045.1, s__Leucobacter tardus, 95.0, 84.36, 0.444	50.88	11.0			2433	2309	46	genus	0.73	0.7	0.21	0.2	0.5	0.73	0.51	True	46	46	46	46	37	18	2402833	2402833	2402833	2402833	2234662	1504205	46	207261	2402833	67.3	64098	27411	75370.3	13	35	0.0
203	bc2169_metawgs	bc2169_metaWGS_bin_92	bacteria_odb10	99.2	99.2	0.0	0.8	0.0	124	3770414	3770414	0.000%	1	75.18	0.0	Neural Network (Specific Model)	11	0.88	3770414	311.7060810810811	3770414	0.62	3552	None	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Neorhizobium;s__											d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Neorhizobium;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_900111905.1, s__Neorhizobium sp900111905, 95.0, 83.68, 0.377; GCF_030323265.1, s__Neorhizobium sp030323265, 95.0, 83.5, 0.382; GCA_003597675.1, s__Neorhizobium sp003597675, 95.0, 81.91, 0.27; GCA_002500765.1, s__Neorhizobium sp002500765, 95.0, 81.8, 0.223; GCA_900466875.1, s__Neorhizobium sp900466875, 95.0, 81.78, 0.284; GCA_900469445.1, s__Neorhizobium sp900469445, 95.0, 81.74, 0.29; GCA_023451735.1, s__Neorhizobium sp023451735, 95.0, 81.5, 0.249; GCF_014201355.1, s__Neorhizobium wenxiniae, 95.0, 81.45, 0.264; GCF_006335145.1, s__Neorhizobium smilacinae, 95.0, 81.43, 0.276; GCF_019511445.1, s__Neorhizobium wenxiniae_A, 95.0, 81.41, 0.277; GCF_030378245.1, s__Neorhizobium oryzae_A, 95.0, 81.39, 0.206; GCA_002376235.1, s__Neorhizobium sp002376235, 95.0, 81.12, 0.249; GCA_900472575.1, s__Neorhizobium cellulosilyticum, 95.0, 81.1, 0.26; GCF_007829835.1, s__Neorhizobium sp002431175, 95.0, 80.85, 0.173; GCF_000282095.2, s__Neorhizobium sp000282095, 95.0, 80.59, 0.19; GCA_900471605.1, s__Neorhizobium sp900471605, 95.0, 80.51, 0.189; GCA_002968845.1, s__Neorhizobium tomejilense, 95.0, 80.46, 0.178; GCF_021391675.1, s__Neorhizobium galegae_B, 95.0, 80.43, 0.18; GCF_000731315.1, s__Neorhizobium galegae, 95.0, 80.4, 0.183; GCF_000732195.1, s__Neorhizobium vignae, 95.0, 80.39, 0.187; GCF_017877055.1, s__Neorhizobium galegae_D, 95.0, 80.34, 0.169; GCF_001423425.1, s__Neorhizobium soli, 95.0, 80.11, 0.161; GCF_023006505.1, s__Neorhizobium sp023006505, 95.0, 80.06, 0.184; GCF_002968555.1, s__Neorhizobium sp002968555, 95.0, 80.02, 0.174; GCF_003425685.1, s__Neorhizobium terrae, 95.0, 80.01, 0.173; GCA_000985875.1, s__Neorhizobium galegae_C, 95.0, 79.97, 0.183; GCF_019430945.1, s__Neorhizobium populisoli, 95.0, 79.89, 0.168	98.73	11.0	0.99143		3556	3504	1	kingdom	1.0	0.99	0.0	0.0	0.0	0.83	0.82	True	1	1	1	1	1	1	3770414	3770414	3770414	3770414	3770414	3770414	1	3770414	3770414	62.03	3770414	3770414	3770414.0	1	1	0.0
204	bc2169_metawgs	bc2169_metaWGS_bin_99	bacteria_odb10	56.5	56.5	0.0	3.2	40.3	124	2324486	2324486	0.000%	6	76.74	0.21	Neural Network (Specific Model)	11	0.894	2324486	305.3155953635406	3882602	0.64	3796	None	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Aquamicrobium_A;s__											d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Aquamicrobium_A;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree		60.71	11.0	0.9469		3812	3692	6	order	0.96	0.93	0.01	0.03	0.06	0.76	0.7	True	6	6	6	6	5	5	3882602	3882602	3882602	3882602	3867392	3867392	6	2324486	3882602	64.45	2324486	180346	1733311.1	1	3	0.0
205	bc2170_HifiMAG	complete_1	bacteria_odb10	100.0	96.8	3.2	0.0	0.0	124	6974865	6974865	0.000%	1	100.0	0.21	Neural Network (Specific Model)	11	0.872	6974865	339.35261661929445	6974865	0.73	5981	None	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces albidoflavus	GCF_000719955.1	95.0	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces albidoflavus	98.81	0.932	GCF_000719955.1	95.0	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces albidoflavus	98.81	0.932	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_011170125.1, s__Streptomyces diastaticus, 95.0, 91.54, 0.694	95.37	11.0			6004	5966	1	kingdom	1.0	0.99	0.0	0.0	0.0	0.97	0.96	True	1	1	1	1	1	1	6974865	6974865	6974865	6974865	6974865	6974865	1	6974865	6974865	73.36	6974865	6974865	6974865.0	1	1	0.0
206	bc2170_HifiMAG	complete_10	bacteria_odb10	100.0	99.2	0.8	0.0	0.0	124	4805038	4805038	0.000%	1	100.0	0.29	Neural Network (Specific Model)	11	0.879	4805038	320.37465940054494	4805038	0.54	4404	None	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Advenella;s__											d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Advenella;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_004217095.1, s__Advenella incenata, 95.0, 87.97, 0.688; GCF_014897675.1, s__Advenella sp003533245, 95.0, 87.8, 0.636; GCA_023423975.1, s__Advenella sp023423975, 95.0, 87.11, 0.598; GCF_000219915.2, s__Advenella kashmirensis, 95.0, 87.0, 0.655; GCF_000521505.1, s__Advenella mimigardefordensis, 95.0, 84.32, 0.431; GCF_002810445.1, s__Advenella sp002810445, 95.0, 82.35, 0.317	97.58	11.0	0.98917	Genome not assigned to closest species as it falls outside its pre-defined ANI radius	4334	4242	1	kingdom	1.0	0.98	0.0	0.0	0.0	0.89	0.87	True	1	1	1	1	1	1	4805038	4805038	4805038	4805038	4805038	4805038	1	4805038	4805038	54.3	4805038	4805038	4805038.0	1	1	0.0
207	bc2170_HifiMAG	complete_2	bacteria_odb10	99.2	96.8	2.4	0.8	0.0	124	5062286	5062286	0.000%	1	99.99	0.53	Neural Network (Specific Model)	11	0.833	5062286	275.92432856302685	5062286	0.38	5101	None	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae_H;g__Priestia;s__Priestia megaterium	GCF_000832985.1	95.18	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae_H;g__Priestia;s__Priestia megaterium	96.84	0.909	GCF_000832985.1	95.18	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae_H;g__Priestia;s__Priestia megaterium	96.84	0.909	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae_H;g__Priestia;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_023824195.1, s__Priestia megaterium_D, 95.18, 96.07, 0.887; GCF_018615055.1, s__Priestia megaterium_C, 95.07, 95.75, 0.876; GCF_000956595.1, s__Priestia aryabhattai, 95.0, 95.09, 0.881; GCF_009497655.1, s__Priestia zanthoxyli, 95.5, 94.99, 0.888; GCF_023715685.1, s__Priestia aryabhattai_B, 95.0, 94.14, 0.817	92.91	11.0			5046	4887	1	kingdom	1.0	0.97	0.0	0.0	0.0	0.95	0.92	True	1	1	1	1	1	1	5062286	5062286	5062286	5062286	5062286	5062286	1	5062286	5062286	38.35	5062286	5062286	5062286.0	1	1	0.0
