	sample	Bin	Dataset	Complete	Single	Duplicated	Fragmented	Missing	n_markers	Scaffold N50	Contigs N50	Percent gaps	Number of scaffolds	Completeness	Contamination	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Additional_Notes	classification	closest_genome_reference	closest_genome_reference_radius	closest_genome_taxonomy	closest_genome_ani	closest_genome_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings	n_genes_called	n_genes_mapped	n_contigs	taxonomic_level	proportion_genes_retained_in_major_clades	genes_retained_index	clade_separation_score	contamination_portion	n_effective_surplus_clades	mean_hit_identity	reference_representation_score	pass.GUNC	# contigs (>= 0 bp)	# contigs (>= 1000 bp)	# contigs (>= 5000 bp)	# contigs (>= 10000 bp)	# contigs (>= 25000 bp)	# contigs (>= 50000 bp)	Total length (>= 0 bp)	Total length (>= 1000 bp)	Total length (>= 5000 bp)	Total length (>= 10000 bp)	Total length (>= 25000 bp)	Total length (>= 50000 bp)	# contigs	Largest contig	Total length	GC (%)	N50	N90	auN	L50	L90	# N's per 100 kbp
10	bc2126_HifiMAG	semibin2_8	bacteria_odb10	34.7	33.1	1.6	8.9	56.4	124	46950	46950	0.000%	86	40.39	2.94	Neural Network (Specific Model)	11	0.838	46950	299.16929403701164	3115599	0.73	2918	None	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces albidoflavus	GCF_000719955.1	95.0	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces albidoflavus	98.82	0.853	GCF_000719955.1	95.0	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces albidoflavus	98.82	0.853	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_011170125.1, s__Streptomyces diastaticus, 95.0, 90.93, 0.606	38.79	11.0			2896.0	2796.0	86.0	kingdom	1.0	0.97	0.0	0.0	0.0	0.95	0.92	True	86	86	86	85	44	19	3115599	3115599	3115599	3105906	2360043	1461407	86	193317	3115599	73.15	46950	17517	57767.2	22	65	0.0
11	bc2126_lorbin	bin_0	bacteria_odb10	100.0	99.2	0.8	0.0	0.0	124	3740568	3740568	0.000%	1	100.0	0.05	Neural Network (Specific Model)	11	0.876	3740568	290.8761626361945	3740568	0.41	3763	None	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus altitudinis	GCF_000691145.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus altitudinis	98.47	0.954	GCF_000691145.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus altitudinis	98.47	0.954	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_000300535.1, s__Bacillus xiamenensis, 95.0, 91.67, 0.838; GCF_014764715.1, s__Bacillus sp014764715, 95.0, 90.66, 0.813; GCF_024498355.1, s__Bacillus pumilus_P, 95.0, 90.62, 0.808; GCF_000715205.1, s__Bacillus zhangzhouensis, 95.0, 90.56, 0.83; GCF_002744245.1, s__Bacillus pumilus_M, 95.0, 90.21, 0.775; GCF_900186955.1, s__Bacillus pumilus, 95.0, 90.02, 0.815; GCF_000691165.1, s__Bacillus safensis, 95.0, 90.02, 0.796; GCF_020524495.1, s__Bacillus stratosphericus_B, 95.0, 89.88, 0.693; GCF_002998085.1, s__Bacillus sp002998085, 95.0, 89.85, 0.805; GCF_003431975.1, s__Bacillus pumilus_N, 95.0, 89.82, 0.793; GCF_001307105.1, s__Bacillus australimaris, 95.0, 89.74, 0.817; GCF_025809375.1, s__Bacillus zhangzhouensis_A, 95.0, 89.6, 0.753; GCA_030159235.1, s__Bacillus safensis_B, 95.0, 89.59, 0.789; GCF_009937765.1, s__Bacillus pumilus_O, 95.0, 89.48, 0.776; GCA_001938995.1, s__Bacillus pumilus_G, 95.0, 86.57, 0.624	97.02	11.0			3778.0	3706.0	1.0	kingdom	1.0	0.98	0.0	0.0	0.0	0.9	0.88	True	1	1	1	1	1	1	3740568	3740568	3740568	3740568	3740568	3740568	1	3740568	3740568	41.37	3740568	3740568	3740568.0	1	1	0.0
12	bc2126_lorbin	bin_1	bacteria_odb10	100.0	98.4	1.6	0.0	0.0	124	8226344	8226344	0.000%	1	100.0	0.02	Neural Network (Specific Model)	11	0.887	8226344	351.6329387990762	8226344	0.73	6928	None	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces olivaceus	GCF_000721235.1	95.0	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces olivaceus	98.22	0.897	GCF_000721235.1	95.0	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces olivaceus	98.22	0.897	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_018982965.1, s__Streptomyces sp018982965, 95.0, 93.01, 0.726; GCF_003112595.1, s__Streptomyces rubrogriseus, 95.18, 89.98, 0.569; GCF_000717995.1, s__Streptomyces violaceorubidus, 95.0, 89.98, 0.555; GCF_002939385.1, s__Streptomyces sp002939385, 95.0, 89.96, 0.561; GCF_027947595.1, s__Streptomyces lienomycini, 95.0, 89.93, 0.591; GCA_000720845.1, s__Streptomyces sp000720845, 95.0, 89.89, 0.556; GCF_020404845.1, s__Streptomyces hyderabadensis, 95.0, 89.81, 0.557; GCF_003369795.1, s__Streptomyces sp003369795, 95.0, 89.76, 0.56; GCF_014280945.1, s__Streptomyces salinarius, 95.0, 89.73, 0.536; GCF_014651155.1, s__Streptomyces anthocyanicus, 96.85, 89.72, 0.556; GCA_001517125.1, s__Streptomyces canus_D, 95.0, 89.66, 0.534; GCF_003112555.1, s__Streptomyces coelicoflavus, 95.0, 89.65, 0.558; GCF_003112575.1, s__Streptomyces ardesiacus, 95.0, 89.62, 0.565; GCF_004364245.1, s__Streptomyces sp004364245, 95.0, 89.59, 0.552; GCF_014650435.1, s__Streptomyces tendae, 95.0, 89.4, 0.567; GCF_003947455.1, s__Streptomyces sp003947455, 95.0, 89.38, 0.518; GCF_019049325.1, s__Streptomyces sp019049325, 95.0, 89.15, 0.553; GCF_002155895.1, s__Streptomyces rochei, 95.0, 89.14, 0.475; GCF_014648855.1, s__Streptomyces parvulus, 95.0, 89.04, 0.537; GCF_003671715.1, s__Streptomyces sp003671715, 95.0, 88.94, 0.506; GCF_028473745.1, s__Streptomyces sp001905385, 95.0, 88.77, 0.511; GCF_014649815.1, s__Streptomyces mutabilis, 95.0, 88.72, 0.489; GCF_002005225.1, s__Streptomyces pactum_A, 95.0, 88.66, 0.485; GCF_029813785.1, s__Streptomyces sp029813785, 95.0, 88.65, 0.509; GCF_009862125.1, s__Streptomyces sp009862125, 95.0, 88.59, 0.418; GCF_014648815.1, s__Streptomyces flaveolus, 95.0, 88.37, 0.461; GCF_002005565.1, s__Streptomyces sp002005565, 95.0, 88.36, 0.462; GCF_001267885.1, s__Streptomyces ambofaciens, 95.0, 88.23, 0.471; GCF_014650995.1, s__Streptomyces viridiviolaceus, 95.0, 86.97, 0.394; GCF_014534645.1, s__Streptomyces griseicoloratus, 95.0, 86.48, 0.397; GCF_002114215.1, s__Streptomyces sp002114215, 95.36, 86.35, 0.264; GCA_003248315.1, s__Streptomyces sp003248315, 95.0, 86.08, 0.361; GCF_014655295.1, s__Streptomyces fumanus, 95.0, 85.96, 0.323; GCF_002078235.1, s__Streptomyces viridosporus, 95.0, 85.73, 0.266; GCF_018614415.1, s__Streptomyces sp018614415, 95.0, 85.69, 0.323; GCF_011008945.1, s__Streptomyces harenosi, 95.0, 85.69, 0.289; GCF_010548465.1, s__Streptomyces sp010548465, 95.0, 85.6, 0.28; GCF_002910825.1, s__Streptomyces sp002910825, 95.0, 85.56, 0.245; GCF_018069565.1, s__Streptomyces sp018069565, 95.0, 85.52, 0.352; GCF_001293595.1, s__Streptomyces sp001293595, 95.0, 85.42, 0.353; GCF_014649155.1, s__Streptomyces griseoviridis, 95.0, 85.42, 0.325; GCF_031181555.1, s__Streptomyces sp031181555, 95.0, 85.38, 0.307; GCF_025290915.1, s__Streptomyces sp025290915, 95.0, 85.34, 0.297; GCA_002154585.1, s__Streptomyces pseudogriseolus, 95.0, 85.28, 0.276; GCF_031181705.1, s__Streptomyces sp031181705, 95.0, 85.15, 0.347; GCF_000931445.1, s__Streptomyces cyaneogriseus, 95.0, 85.14, 0.319; GCF_007829875.1, s__Streptomyces capillispiralis, 95.0, 85.13, 0.308; GCF_001279005.1, s__Streptomyces caelestis_A, 95.0, 85.09, 0.278; GCF_009852415.1, s__Streptomyces sp009852415, 95.0, 85.06, 0.307; GCF_000721605.1, s__Streptomyces sp000721605, 95.0, 84.96, 0.296; GCF_001013905.1, s__Streptomyces leeuwenhoekii, 96.89, 84.95, 0.306; GCF_029813775.1, s__Streptomyces sp029813775, 95.0, 84.93, 0.308; GCF_014203535.1, s__Streptomyces griseostramineus, 95.0, 84.91, 0.286; GCF_002148965.1, s__Streptomyces swartbergensis, 95.0, 84.9, 0.265; GCF_003330845.1, s__Streptomyces sp003330845, 95.0, 84.85, 0.275; GCF_003665435.1, s__Streptomyces fungicidicus, 95.0, 84.75, 0.309; GCF_014205255.1, s__Streptomyces caelestis, 95.0, 84.74, 0.265; GCF_009862265.1, s__Streptomyces sp009862265, 95.0, 84.72, 0.244; GCF_001905725.1, s__Streptomyces sp001905725, 95.0, 84.71, 0.304; GCA_014647975.1, s__Streptomyces fumigatiscleroticus, 95.0, 84.71, 0.304; GCF_014649835.1, s__Streptomyces pilosus, 95.0, 84.7, 0.294; GCF_014649995.1, s__Streptomyces griseoflavus, 95.0, 84.7, 0.293; GCF_008705135.1, s__Streptomyces coeruleorubidus, 95.0, 84.68, 0.278; GCF_006782915.1, s__Streptomyces calvus, 95.0, 84.66, 0.29; GCF_000725125.1, s__Streptomyces toyocaensis, 95.0, 84.65, 0.285; GCF_002150735.1, s__Streptomyces africanus, 95.0, 84.6, 0.258; GCF_008312835.1, s__Streptomyces marokkonensis, 95.0, 84.59, 0.285; GCF_019049255.1, s__Streptomyces sp019049255, 95.0, 84.58, 0.304; GCF_028885415.1, s__Streptomyces coeruleorubidus_A, 95.0, 84.58, 0.266; GCF_900236475.1, s__Streptomyces chartreusis_D, 95.0, 84.55, 0.282; GCA_018195615.1, s__Streptomyces tuirus_A, 95.0, 84.55, 0.261; GCA_020873915.1, s__Streptomyces sp020873915, 95.0, 84.49, 0.284; GCA_014650015.1, s__Streptomyces griseoloalbus, 95.0, 84.48, 0.305; GCF_000718785.1, s__Streptomyces sp000718785, 95.0, 84.43, 0.283; GCA_014650055.1, s__Streptomyces malachitofuscus, 95.0, 84.39, 0.288; GCA_014650475.1, s__Streptomyces albogriseolus, 95.0, 84.34, 0.271; GCF_015712165.1, s__Streptomyces spinoverrucosus_A, 95.0, 84.3, 0.248; GCF_000415505.1, s__Streptomyces afghaniensis, 95.0, 84.26, 0.274; GCA_014656175.1, s__Streptomyces werraensis, 95.0, 84.2, 0.295; GCA_014649355.1, s__Streptomyces althioticus, 95.0, 84.2, 0.288; GCF_000158955.1, s__Streptomyces viridochromogenes_B, 95.0, 84.19, 0.262; GCF_002899455.1, s__Streptomyces sp002899455, 95.0, 84.17, 0.269; GCA_014649575.1, s__Streptomyces griseoincarnatus, 95.11, 84.14, 0.292; GCF_014651075.1, s__Streptomyces djakartensis, 95.0, 84.14, 0.262; GCF_014651035.1, s__Streptomyces lomondensis, 95.0, 84.11, 0.274; GCA_014655195.1, s__Streptomyces cellulosae, 95.0, 84.09, 0.266; GCF_001270025.1, s__Streptomyces azureus, 95.0, 84.09, 0.261; GCF_018070565.1, s__Streptomyces sp018070565, 95.0, 84.07, 0.258; GCF_002237655.1, s__Streptomyces sp002237655, 95.0, 84.06, 0.276; GCA_000696115.1, s__Streptomyces olindensis, 95.0, 83.99, 0.269; GCF_011193355.1, s__Streptomyces sp011193355, 95.0, 83.98, 0.275; GCF_030386795.1, s__Streptomyces sp030386795, 95.0, 83.94, 0.279; GCF_002920535.1, s__Streptomyces sp002920535, 95.0, 83.94, 0.249; GCF_012034205.1, s__Streptomyces composti, 95.0, 83.93, 0.287; GCF_014495685.1, s__Streptomyces sp014495685, 95.0, 83.88, 0.236; GCF_000717875.1, s__Streptomyces sp000717875, 95.0, 83.85, 0.25; GCA_000715605.1, s__Streptomyces speibonae, 95.0, 83.83, 0.188; GCF_902506575.1, s__Streptomyces mexicanus, 95.0, 83.55, 0.224; GCF_012034235.1, s__Streptomyces thermoviolaceus, 95.0, 82.92, 0.242	96.11	11.0			6935.0	6897.0	1.0	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.94	True	1	1	1	1	1	1	8226344	8226344	8226344	8226344	8226344	8226344	1	8226344	8226344	72.58	8226344	8226344	8226344.0	1	1	0.0
13	bc2126_lorbin	bin_2	bacteria_odb10	92.7	87.1	5.6	4.0	3.3	124	845206	845206	0.000%	64	87.36	15.48	Neural Network (Specific Model)	11	0.858	845206	318.38700770236886	7648450	0.73	6881	None	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces albidoflavus	GCF_000719955.1	95.0	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces albidoflavus	98.84	0.848	GCF_000719955.1	95.0	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces albidoflavus	98.84	0.848	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_011170125.1, s__Streptomyces diastaticus, 95.0, 91.03, 0.645	87.94	11.0			6913.0	6821.0	64.0	kingdom	1.0	0.99	0.0	0.0	0.0	0.97	0.95	True	64	64	64	64	34	14	7648450	7648450	7648450	7648450	7077073	6368220	64	1419218	7648450	73.47	845206	29517	795084.6	4	28	0.0
14	bc2126_lorbin	bin_3	bacteria_odb10	87.1	87.1	0.0	2.4	10.5	124	83112	83112	0.000%	78	81.54	1.27	Neural Network (Specific Model)	11	0.871	83112	289.04434180138566	4298024	0.58	4330	None	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Agrobacterium;s__Agrobacterium cavarae	GCF_004310285.1	95.0	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Agrobacterium;s__Agrobacterium cavarae	96.18	0.844	GCF_004310285.1	95.0	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Agrobacterium;s__Agrobacterium cavarae	96.18	0.844	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Agrobacterium;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_943908365.1, s__Agrobacterium sp943908365, 95.0, 93.86, 0.782; GCF_030819275.1, s__Agrobacterium larrymoorei_B, 95.0, 89.98, 0.712; GCF_913777615.1, s__Agrobacterium sp913777615, 95.0, 87.12, 0.533; GCF_005145045.1, s__Agrobacterium larrymoorei, 95.0, 82.33, 0.237; GCF_013322225.1, s__Agrobacterium larrymoorei_A, 95.0, 80.54, 0.15; GCA_900473205.1, s__Agrobacterium sp900473205, 95.0, 80.41, 0.159	83.2	11.0			4327.0	4208.0	78.0	genus	0.97	0.94	0.12	0.07	0.14	0.96	0.91	True	78	78	78	78	64	32	4298024	4298024	4298024	4298024	4058138	2995897	78	208744	4298024	58.28	83112	28416	84772.0	19	57	0.0
15	bc2126_lorbin	bin_4	bacteria_odb10	55.6	55.6	0.0	9.7	34.7	124	33027	33027	0.000%	62	42.75	0.04	Neural Network (Specific Model)	11	0.837	33027	274.46325051759834	1896814	0.7	1932	None	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylobacterium;s__Methylobacterium salsuginis	GCF_900114375.1	95.0	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylobacterium;s__Methylobacterium salsuginis	98.68	0.961	GCF_900114375.1	95.0	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylobacterium;s__Methylobacterium salsuginis	98.68	0.961	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylobacterium;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_001425465.1, s__Methylobacterium sp001425465, 95.0, 91.49, 0.738; GCF_014199935.1, s__Methylobacterium rhodinum, 95.0, 91.18, 0.669; GCF_022179765.1, s__Methylobacterium suomiense, 95.0, 87.68, 0.523; GCF_920984675.1, s__Methylobacterium sp920984675, 95.0, 86.73, 0.42; GCF_002355515.1, s__Methylobacterium populi_A, 95.0, 86.0, 0.375; GCF_014138645.1, s__Methylobacterium thiocyanatum, 95.0, 85.97, 0.39; GCA_023422485.1, s__Methylobacterium sp023422485, 95.0, 85.83, 0.242; GCF_003201865.1, s__Methylobacterium sp003201865, 95.0, 85.81, 0.387; GCF_021117295.1, s__Methylobacterium sp021117295, 95.0, 85.71, 0.355; GCF_024169925.1, s__Methylobacterium extorquens_A, 95.0, 85.69, 0.349; GCF_001542815.1, s__Methylobacterium sp001542815, 95.0, 85.64, 0.334; GCF_014199985.1, s__Methylobacterium rhodesianum, 95.0, 85.63, 0.362; GCF_001423405.1, s__Methylobacterium sp001423405, 95.0, 85.51, 0.353; GCF_022179725.1, s__Methylobacterium aminovorans, 95.0, 85.5, 0.356; GCF_900234795.1, s__Methylobacterium extorquens, 95.0, 85.3, 0.355; GCF_022179745.1, s__Methylobacterium podarium, 95.0, 84.88, 0.335; GCF_014845115.1, s__Methylobacterium zatmanii, 95.0, 84.68, 0.309; GCF_014191355.1, s__Methylobacterium sp014191355, 95.0, 84.57, 0.334; GCA_020741775.1, s__Methylobacterium populi_B, 95.0, 84.46, 0.322; GCF_022179465.1, s__Methylobacterium organophilum, 95.0, 83.13, 0.231; GCF_022179285.1, s__Methylobacterium hispanicum, 95.0, 82.2, 0.185; GCF_902141855.1, s__Methylobacterium dankookense, 95.0, 82.12, 0.181; GCF_003173735.1, s__Methylobacterium radiodurans, 95.0, 81.84, 0.162; GCF_007992195.1, s__Methylobacterium oxalidis, 95.0, 81.81, 0.162; GCF_008039875.1, s__Methylobacterium sp008039875, 95.0, 81.76, 0.152; GCF_022179645.1, s__Methylobacterium thuringiense, 95.0, 81.64, 0.15; GCF_902141845.1, s__Methylobacterium symbioticum, 95.0, 81.59, 0.164; GCF_022179245.1, s__Methylobacterium gregans, 95.0, 81.49, 0.163; GCF_007992175.1, s__Methylobacterium haplocladii, 95.0, 81.28, 0.151; GCF_003173715.1, s__Methylobacterium durans, 95.0, 81.19, 0.157; GCF_004348265.1, s__Methylobacterium segetis, 95.0, 81.15, 0.154; GCF_008806345.1, s__Methylobacterium sp008806345, 95.0, 80.9, 0.156	57.36	11.0			1921.0	1859.0	62.0	genus	0.99	0.96	0.11	0.09	0.2	0.97	0.93	True	62	62	62	62	37	3	1896814	1896814	1896814	1896814	1405807	210623	62	86239	1896814	70.06	33027	20281	36434.8	22	51	0.0
16	bc2126_lorbin	bin_5	bacteria_odb10	5.6	5.6	0.0	12.9	81.5	124	5203680	5203680	0.000%	9	0.0	36.61	Neural Network (Specific Model)	4	0.732	5203680	187.0559044689396	35317529	0.48	46812	None	d__Archaea;p__Thermoproteota;c__JANJXX01;o__;f__;g__;s__											d__Archaea;p__Thermoproteota;c__;o__;f__;g__;s__	taxonomic novelty determined using RED			20.62	4.0	0.36492	Genome domain questionable ( 19.2% Bacterial, 28.3% Archaeal)	30707.0	5588.0	9.0	kingdom	1.0	0.18	0.0	0.08	0.16	0.4	0.07	True	9	9	9	9	9	9	35317529	35317529	35317529	35317529	35317529	35317529	9	7035392	35317529	47.55	5203680	2022488	5028640.7	3	7	0.0
17	bc2126_lorbin	bin_6	bacteria_odb10	4.0	4.0	0.0	7.3	88.7	124	2323053	2323053	0.000%	8	0.0	4.69	Neural Network (Specific Model)	4	0.742	2323053	186.5990545390878	16988263	0.48	22846	None	Unclassified Archaea																		Insufficient number of amino acids in MSA (6.3%)	15121.0	2806.0	8.0	kingdom	1.0	0.19	0.0	0.07	0.15	0.4	0.08	True	8	8	8	8	8	8	16988263	16988263	16988263	16988263	16988263	16988263	8	4399715	16988263	47.84	2323053	972516	2662596.1	3	7	0.0
18	bc2126_lorbin	bin_7	bacteria_odb10	14.5	14.5	0.0	4.8	80.7	124	22873	22873	0.000%	33	14.99	0.0	Neural Network (Specific Model)	11	0.848	22873	243.17109826589595	740996	0.47	865	None	d__Bacteria;p__Bacillota;c__Bacilli;o__Brevibacillales;f__Brevibacillaceae;g__Brevibacillus;s__Brevibacillus porteri	GCF_003013475.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Brevibacillales;f__Brevibacillaceae;g__Brevibacillus;s__Brevibacillus porteri	95.61	0.855	GCF_005217615.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Brevibacillales;f__Brevibacillaceae;g__Brevibacillus;s__Brevibacillus antibioticus	93.17	0.794	d__Bacteria;p__Bacillota;c__Bacilli;o__Brevibacillales;f__Brevibacillaceae;g__Brevibacillus;s__	taxonomic classification defined by topology and ANI		GCF_013284245.2, s__Brevibacillus sp000282075, 95.0, 94.45, 0.883; GCF_001039275.2, s__Brevibacillus brevis_C, 95.0, 93.81, 0.848; GCF_900637055.1, s__Brevibacillus brevis, 95.0, 92.59, 0.821; GCF_003013405.1, s__Brevibacillus formosus, 95.0, 92.48, 0.787; GCF_000010165.1, s__Brevibacillus brevis_D, 95.0, 92.05, 0.81; GCF_022026395.1, s__Brevibacillus sp013284355, 95.0, 91.97, 0.817; GCF_003013395.1, s__Brevibacillus fortis, 95.0, 91.81, 0.81	14.48	11.0			839.0	797.0	33.0	family	0.99	0.94	0.16	0.05	0.11	0.91	0.86	True	33	33	33	33	8	1	740996	740996	740996	740996	289946	53658	33	53658	740996	46.91	22873	14693	26523.8	12	28	0.0
19	bc2126_lorbin	bin_8	bacteria_odb10	4.0	3.2	0.8	10.5	85.5	124	224489	224489	0.000%	2783	0.0	8.92	Neural Network (Specific Model)	11	0.43	224489	125.87107930256016	35712070	0.5	41638	None	d__Archaea;p__Thermoproteota;c__DRAE01;o__;f__;g__;s__											d__Archaea;p__Thermoproteota;c__;o__;f__;g__;s__	taxonomic novelty determined using RED			15.14	11.0	0.36994	Genome domain questionable ( 11.7% Bacterial, 17.0% Archaeal)	26412.0	4193.0	150.0	kingdom	1.0	0.16	0.0	0.06	0.12	0.5	0.08	True	2783	2783	2072	123	47	28	35712070	35712070	32453387	21127831	19892756	19277498	2783	2327933	35712070	50.34	224489	5051	689017.5	19	2010	0.0
20	bc2126_metawgs	bc2126_metaWGS_bin_13	bacteria_odb10	100.0	99.2	0.8	0.0	0.0	124	3740568	3740568	0.000%	1	100.0	0.05	Neural Network (Specific Model)	11	0.876	3740568	290.8761626361945	3740568	0.41	3763	None	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus altitudinis	GCF_000691145.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus altitudinis	98.47	0.954	GCF_000691145.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus altitudinis	98.47	0.954	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_000300535.1, s__Bacillus xiamenensis, 95.0, 91.67, 0.838; GCF_014764715.1, s__Bacillus sp014764715, 95.0, 90.66, 0.813; GCF_024498355.1, s__Bacillus pumilus_P, 95.0, 90.62, 0.808; GCF_000715205.1, s__Bacillus zhangzhouensis, 95.0, 90.56, 0.83; GCF_002744245.1, s__Bacillus pumilus_M, 95.0, 90.21, 0.775; GCF_900186955.1, s__Bacillus pumilus, 95.0, 90.02, 0.815; GCF_000691165.1, s__Bacillus safensis, 95.0, 90.02, 0.796; GCF_020524495.1, s__Bacillus stratosphericus_B, 95.0, 89.88, 0.693; GCF_002998085.1, s__Bacillus sp002998085, 95.0, 89.85, 0.805; GCF_003431975.1, s__Bacillus pumilus_N, 95.0, 89.82, 0.793; GCF_001307105.1, s__Bacillus australimaris, 95.0, 89.74, 0.817; GCF_025809375.1, s__Bacillus zhangzhouensis_A, 95.0, 89.6, 0.753; GCA_030159235.1, s__Bacillus safensis_B, 95.0, 89.59, 0.789; GCF_009937765.1, s__Bacillus pumilus_O, 95.0, 89.48, 0.776; GCA_001938995.1, s__Bacillus pumilus_G, 95.0, 86.57, 0.624	97.02	11.0			3778.0	3706.0	1.0	kingdom	1.0	0.98	0.0	0.0	0.0	0.9	0.88	True	1	1	1	1	1	1	3740568	3740568	3740568	3740568	3740568	3740568	1	3740568	3740568	41.37	3740568	3740568	3740568.0	1	1	0.0
21	bc2126_metawgs	bc2126_metaWGS_bin_198	bacteria_odb10	0.0	0.0	0.0	0.0	100.0	124	5779	5779	0.000%	2154	100.0	32.7	Neural Network (Specific Model)	4	0.749	5779	70.81449223309689	12109721	0.54	44548	Low confidence prediction - substantial (29%) disagreement between completeness prediction models	Unclassified																		No bacterial or archaeal marker	6725.0	27.0	26.0	kingdom	1.0	0.0	0.0	0.0	0.0	0.74	0.0	True	2154	2154	1767	0	0	0	12109721	12109721	10304547	0	0	0	2154	9793	12109721	54.48	5779	4825	5690.9	981	1888	0.0
